date,asset_id,region,scope1_tco2e,scope2_tco2e,scope3_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_boe
2024-09-26,AST024,Middle East,820.575,254.595,2713.475,3788.645,0.081
2024-09-26,AST025,Africa,1037.04,361.26,2464.49,3862.79,0.0722
2024-09-26,AST027,Europe,1165.185,380.925,5421.68,6967.79,0.0904
2024-09-26,AST028,Asia Pacific,1204.88,335.43,4376.03,5916.34,0.079
2024-09-26,AST029,Middle East,664.345,262.485,2025.595,2952.425,0.0834
2024-09-26,AST030,Africa,1101.67,488.085,4964.745,6554.5,0.085
2024-09-27,AST002,Europe,508.3467,194.12,1960.99,2663.4567,0.0869
2024-09-27,AST007,Europe,1223.475,433.595,4119.385,5776.455,0.0879
2024-09-27,AST008,Asia Pacific,752.23,168.55,2234.77,3155.55,0.0899
2024-09-27,AST009,Middle East,540.36,200.56,2420.53,3161.45,0.074
2024-09-27,AST012,Europe,994.67,358.92,2273.34,3626.93,0.0776
2024-09-27,AST014,Middle East,896.405,366.65,3617.35,4880.405,0.0884
2024-09-27,AST015,Africa,381.4,125.66,1679.23,2186.29,0.085
2024-09-27,AST017,Europe,1229.4,378.56,4779.345,6387.305,0.092
2024-09-27,AST018,Asia Pacific,1135.805,294.11,4206.88,5636.795,0.0804
2024-09-27,AST019,Middle East,577.97,130.79,1946.26,2655.02,0.0947
2024-09-27,AST023,Asia Pacific,516.86,227.12,1999.11,2743.09,0.0685
2024-09-27,AST024,Middle East,528.59,263.69,3120.84,3913.12,0.0922
2024-09-27,AST025,Africa,990.08,300.94,3733.51,5024.53,0.0922
2024-09-27,AST026,Americas,1055.35,271.32,2681.77,4008.44,0.0683
2024-09-27,AST028,Asia Pacific,1194.29,496.02,4225.22,5915.53,0.0768
2024-09-27,AST029,Middle East,774.575,249.405,2113.015,3136.995,0.0775
2024-09-27,AST030,Africa,1535.06,498.93,3805.78,5839.77,0.0695
2024-09-28,AST001,Americas,851.39,168.12,2033.29,3052.8,0.0841
2024-09-28,AST004,Middle East,1178.26,277.64,4202.04,5657.94,0.0761
2024-09-28,AST005,Africa,727.58,185.65,2008.19,2921.42,0.0659
2024-09-28,AST007,Europe,1285.44,266.97,3915.77,5468.18,0.0764
2024-09-28,AST008,Asia Pacific,533.92,113.86,1632.24,2280.02,0.0788
2024-09-28,AST010,Africa,518.89,194.74,1419.46,2133.09,0.0763
2024-09-28,AST012,Europe,734.72,186.05,3528.44,4449.21,0.0932
2024-09-28,AST014,Middle East,861.565,351.585,3284.445,4497.595,0.0817
2024-09-28,AST017,Europe,1138.49,260.43,5027.77,6426.69,0.0866
2024-09-28,AST018,Asia Pacific,1647.46,406.68,3624.89,5679.03,0.075
2024-09-28,AST021,Americas,1341.87,498.12,3545.83,5385.82,0.0862
2024-09-28,AST022,Europe,414.32,209.16,1423.03,2046.51,0.0662
2024-09-28,AST027,Europe,1552.6,501.47,4669.61,6723.68,0.0868
2024-09-28,AST028,Asia Pacific,1090.88,311.66,4029.59,5432.13,0.0728
2024-09-28,AST029,Middle East,571.87,295.72,2243.29,3110.88,0.0833
2024-09-28,AST030,Africa,1089.81,257.76,3187.41,4534.98,0.0642
2024-09-29,AST001,Americas,742.38,216.65,2177.93,3136.96,0.0836
2024-09-29,AST002,Europe,455.075,119.2,1322.38,1896.655,0.0681
2024-09-29,AST004,Middle East,1374.84,414.06,5068.02,6856.92,0.1
2024-09-29,AST005,Africa,945.29,197.6,2981.08,4123.97,0.0883
2024-09-29,AST008,Asia Pacific,390.68,132.88,1338.95,1862.51,0.0638
2024-09-29,AST009,Middle East,820.09,346.06,3221.9,4388.05,0.0988
2024-09-29,AST010,Africa,570.3,189.79,1757.99,2518.08,0.0843
2024-09-29,AST011,Americas,1198.215,497.99,5199.21,6895.415,0.0903
2024-09-29,AST015,Africa,465.1075,126.275,1624.29,2215.6725,0.084
2024-09-29,AST016,Americas,569.04,159.92,2553.76,3282.72,0.0841
2024-09-29,AST017,Europe,1150.18,542.19,4191.44,5883.81,0.0763
2024-09-29,AST019,Middle East,557.74,171.35,1511.5,2240.59,0.0791
2024-09-29,AST025,Africa,886.6,270.65,3264.34,4421.59,0.0797
2024-09-29,AST027,Europe,1397.74,387.32,4080.19,5865.25,0.0826
2024-09-29,AST029,Middle East,707.74,165.58,2780.12,3653.44,0.0947
2024-09-29,AST030,Africa,1149.025,449.21,5771.035,7369.27,0.0936
2024-09-30,AST006,Americas,981.47,375.69,3216.44,4573.6,0.0849
2024-09-30,AST010,Africa,476.52,151.21,1709.4733,2337.2033,0.0857
2024-09-30,AST011,Americas,1438.64,612.33,3742.12,5793.09,0.0717
2024-09-30,AST012,Europe,1042.68,238.19,2937.97,4218.84,0.0852
2024-09-30,AST015,Africa,384.06,138.48,1459.31,1981.85,0.0718
2024-09-30,AST017,Europe,959.3,283.81,4994.64,6237.75,0.0853
2024-09-30,AST018,Asia Pacific,982.95,508.61,4534.51,6026.07,0.0802
2024-09-30,AST020,Africa,794.52,311.73,2564.365,3670.615,0.0753
2024-09-30,AST024,Middle East,740.7,293.38,3064.19,4098.27,0.085
2024-09-30,AST027,Europe,1260.84,401.605,4971.44,6633.885,0.0922
2024-10-01,AST003,Asia Pacific,775.12,265.51,2980.92,4021.55,0.1005
2024-10-01,AST005,Africa,732.5933,292.4533,2763.1833,3788.23,0.0827
2024-10-01,AST006,Americas,865.56,295.88,3455.96,4617.4,0.0902
2024-10-01,AST007,Europe,1216.64,379.62,3859.77,5456.03,0.0793
2024-10-01,AST008,Asia Pacific,645.01,159.01,2116.71,2920.73,0.0931
2024-10-01,AST009,Middle East,519.84,333.82,2898.57,3752.23,0.0875
2024-10-01,AST010,Africa,475.19,204.78,1577.59,2257.56,0.0847
2024-10-01,AST011,Americas,1163.31,383.005,4746.9,6293.215,0.0837
2024-10-01,AST012,Europe,792.5,359.5,3385.29,4537.29,0.0906
2024-10-01,AST013,Asia Pacific,1124.35,391.69,2975.63,4491.67,0.0709
2024-10-01,AST014,Middle East,832.54,453.15,3339.44,4625.13,0.0814
2024-10-01,AST016,Americas,604.53,250.65,2681.16,3536.34,0.0927
2024-10-01,AST017,Europe,1131.7833,364.7967,3587.4967,5084.0767,0.075
2024-10-01,AST018,Asia Pacific,1215.43,311.79,3629.42,5156.64,0.0684
2024-10-01,AST021,Americas,1283.63,332.5,3862.62,5478.75,0.0896
2024-10-01,AST022,Europe,499.89,123.6,2275.79,2899.28,0.0919
2024-10-01,AST023,Asia Pacific,563.91,157.8,2104.53,2826.24,0.0641
2024-10-01,AST024,Middle East,875.64,271.38,2431.43,3578.45,0.0802
2024-10-01,AST025,Africa,713.83,301.3,2733.65,3748.78,0.0677
2024-10-01,AST026,Americas,812.84,359.2767,3717.2433,4889.36,0.0821
2024-10-01,AST030,Africa,1385.02,488.62,4283.37,6157.01,0.0839
2024-10-02,AST001,Americas,934.78,187.82,1891.79,3014.39,0.0743
2024-10-02,AST002,Europe,722.64,161.18,1546.05,2429.87,0.0801
2024-10-02,AST004,Middle East,1338.95,261.33,4547.61,6147.89,0.0923
2024-10-02,AST007,Europe,839.695,314.85,3555.75,4710.295,0.0696
2024-10-02,AST008,Asia Pacific,652.57,171.4,2362.27,3186.24,0.101
2024-10-02,AST009,Middle East,821.13,246.95,2357.21,3425.29,0.0778
2024-10-02,AST010,Africa,399.62,133.23,1552.88,2085.73,0.0837
2024-10-02,AST011,Americas,1129.72,459.75,5171.49,6760.96,0.0919
2024-10-02,AST014,Middle East,951.625,411.35,3548.47,4911.445,0.0872
2024-10-02,AST015,Africa,508.62,135.29,1579.21,2223.12,0.0865
2024-10-02,AST018,Asia Pacific,1140.565,476.41,3535.195,5152.17,0.0691
2024-10-02,AST019,Middle East,686.22,145.5,1962.57,2794.29,0.0972
2024-10-02,AST020,Africa,1068.89,364.39,3101.85,4535.13,0.0909
2024-10-02,AST021,Americas,1477.06,396.75,3307.18,5180.99,0.0735
2024-10-02,AST022,Europe,717.18,194.6,2462.98,3374.76,0.0925
2024-10-02,AST023,Asia Pacific,692.575,182.885,2429.715,3305.175,0.078
2024-10-02,AST026,Americas,1105.74,281.48,3479.24,4866.46,0.0851
2024-10-02,AST027,Europe,1314.045,497.155,4945.595,6756.795,0.0855
2024-10-02,AST028,Asia Pacific,1555.905,456.04,4632.47,6644.415,0.0875
2024-10-02,AST029,Middle East,727.395,226.215,2408.25,3361.86,0.0868
2024-10-02,AST030,Africa,1185.525,422.195,4486.755,6094.475,0.083
2024-10-03,AST002,Europe,624.615,147.075,1445.455,2217.145,0.0756
2024-10-03,AST003,Asia Pacific,833.46,204.25,2075.07,3112.78,0.0749
2024-10-03,AST004,Middle East,939.585,389.565,3987.7,5316.85,0.0788
2024-10-03,AST009,Middle East,706.74,315.825,2414.525,3437.09,0.0793
2024-10-03,AST011,Americas,1423.055,418.155,4362.53,6203.74,0.0811
2024-10-03,AST013,Asia Pacific,1082.255,332.085,3135.66,4550.0,0.0785
2024-10-03,AST015,Africa,416.8,133.95,1461.76,2012.51,0.0743
2024-10-03,AST020,Africa,1068.43,253.78,2957.32,4279.53,0.0849
2024-10-03,AST025,Africa,865.8,326.89,3187.08,4379.77,0.0783
2024-10-03,AST026,Americas,1006.83,303.48,4041.49,5351.8,0.086
2024-10-03,AST027,Europe,1205.085,334.165,4255.315,5794.565,0.0805
2024-10-04,AST002,Europe,630.925,217.155,1698.835,2546.915,0.0849
2024-10-04,AST003,Asia Pacific,701.6133,212.7,2249.36,3163.6733,0.0869
2024-10-04,AST005,Africa,863.91,170.71,1956.51,2991.13,0.0694
2024-10-04,AST006,Americas,632.32,271.14,3322.21,4225.67,0.0881
2024-10-04,AST011,Americas,1558.29,400.76,3901.45,5860.5,0.0748
2024-10-04,AST012,Europe,642.94,190.4,2489.81,3323.15,0.0695
2024-10-04,AST013,Asia Pacific,998.76,355.12,2953.58,4307.46,0.075
2024-10-04,AST015,Africa,350.37,159.56,1702.34,2212.27,0.0905
2024-10-04,AST016,Americas,643.53,274.31,2108.85,3026.69,0.0863
2024-10-04,AST017,Europe,966.64,310.43,4533.45,5810.52,0.0899
2024-10-04,AST018,Asia Pacific,909.88,350.61,3670.77,4931.26,0.0709
2024-10-04,AST019,Middle East,549.03,204.79,1914.47,2668.29,0.0886
2024-10-04,AST020,Africa,741.65,245.85,3714.65,4702.15,0.0901
2024-10-04,AST024,Middle East,631.53,233.2,2589.36,3454.09,0.0781
2024-10-04,AST027,Europe,1164.525,413.625,4611.35,6189.5,0.0819
2024-10-04,AST029,Middle East,541.6,195.59,2153.07,2890.26,0.0798
2024-10-04,AST030,Africa,930.215,320.92,4692.65,5943.785,0.0782
2024-10-05,AST002,Europe,565.09,146.59,2060.51,2772.19,0.0905
2024-10-05,AST003,Asia Pacific,639.99,253.53,2891.61,3785.13,0.0933
2024-10-05,AST004,Middle East,1057.21,388.02,3893.72,5338.95,0.0844
2024-10-05,AST007,Europe,1069.79,368.595,3522.8,4961.185,0.072
2024-10-05,AST009,Middle East,685.36,285.5,2584.38,3555.24,0.0962
2024-10-05,AST010,Africa,612.64,136.92,2210.28,2959.84,0.098
2024-10-05,AST014,Middle East,737.18,238.82,2494.58,3470.58,0.066
2024-10-05,AST018,Asia Pacific,1152.32,335.68,4324.07,5812.07,0.0781
2024-10-05,AST020,Africa,683.2,317.66,2438.19,3439.05,0.0684
2024-10-05,AST021,Americas,1085.3667,327.36,3680.9067,5093.6333,0.0778
2024-10-05,AST022,Europe,524.3575,222.3275,2120.3225,2867.0075,0.0824
2024-10-05,AST023,Asia Pacific,721.01,274.84,2719.29,3715.14,0.0934
2024-10-05,AST024,Middle East,891.76,244.06,2788.32,3924.14,0.0796
2024-10-05,AST025,Africa,767.38,361.55,2673.51,3802.44,0.0739
2024-10-05,AST029,Middle East,577.72,186.16,2270.21,3034.09,0.0751
2024-10-05,AST030,Africa,832.24,376.69,4307.13,5516.06,0.0801
2024-10-06,AST003,Asia Pacific,693.46,211.235,2189.295,3093.99,0.0857
2024-10-06,AST005,Africa,749.16,189.32,3375.8,4314.28,0.0915
2024-10-06,AST007,Europe,1312.05,299.96,3816.45,5428.46,0.0748
2024-10-06,AST011,Americas,1756.16,301.43,5366.49,7424.08,0.0929
2024-10-06,AST012,Europe,818.76,385.63,3600.27,4804.66,0.0956
2024-10-06,AST014,Middle East,896.62,361.52,2447.37,3705.51,0.0695
2024-10-06,AST015,Africa,362.02,116.3,1596.4,2074.72,0.0819
2024-10-06,AST021,Americas,1039.6467,313.7533,3800.53,5153.93,0.0777
2024-10-06,AST023,Asia Pacific,687.47,258.92,2219.46,3165.85,0.0751
2024-10-06,AST024,Middle East,530.28,233.23,2795.92,3559.43,0.0835
2024-10-06,AST025,Africa,1055.83,296.99,2791.45,4144.27,0.0774
2024-10-06,AST026,Americas,1005.865,319.97,3910.36,5236.195,0.0835
2024-10-06,AST027,Europe,1492.75,513.2,4172.16,6178.11,0.0818
2024-10-06,AST029,Middle East,645.71,239.95,2677.43,3563.09,0.0779
2024-10-07,AST001,Americas,810.63,284.42,2115.65,3210.7,0.0852
2024-10-07,AST002,Europe,446.39,186.845,1926.305,2559.54,0.0896
2024-10-07,AST008,Asia Pacific,505.5375,152.7025,1637.9225,2296.1625,0.0735
2024-10-07,AST009,Middle East,569.19,184.19,2458.65,3212.03,0.0802
2024-10-07,AST010,Africa,450.54,205.72,1345.51,2001.77,0.0697
2024-10-07,AST012,Europe,903.99,270.54,3126.37,4300.9,0.0884
2024-10-07,AST014,Middle East,999.84,329.75,3221.78,4551.37,0.0801
2024-10-07,AST015,Africa,418.53,179.31,1484.11,2081.95,0.0812
2024-10-07,AST016,Americas,864.88,211.9,3013.86,4090.64,0.0979
2024-10-07,AST019,Middle East,546.78,96.84,1191.43,1835.05,0.0695
2024-10-07,AST020,Africa,806.935,206.47,3330.805,4344.21,0.0916
2024-10-07,AST021,Americas,1049.03,443.09,3834.89,5327.01,0.0806
2024-10-07,AST022,Europe,697.16,143.69,2245.97,3086.82,0.0892
2024-10-07,AST023,Asia Pacific,468.92,285.06,2181.89,2935.87,0.0753
2024-10-07,AST024,Middle East,759.83,200.285,2934.0,3894.115,0.087
2024-10-07,AST030,Africa,1327.87,386.47,5465.63,7179.97,0.0925
2024-10-08,AST001,Americas,812.31,172.83,2103.2067,3088.3467,0.0839
2024-10-08,AST004,Middle East,1302.41,380.61,3999.875,5682.895,0.0825
2024-10-08,AST005,Africa,582.09,202.74,2980.58,3765.41,0.0791
2024-10-08,AST007,Europe,895.35,332.86,5055.36,6283.57,0.0898
2024-10-08,AST008,Asia Pacific,510.76,119.09,2260.17,2890.02,0.093
2024-10-08,AST009,Middle East,727.18,182.78,2253.0,3162.96,0.0773
2024-10-08,AST010,Africa,466.8,188.6,1794.8,2450.2,0.094
2024-10-08,AST012,Europe,864.655,345.935,2709.395,3919.985,0.0812
2024-10-08,AST014,Middle East,1042.08,268.81,2849.18,4160.07,0.0798
2024-10-08,AST015,Africa,313.6,125.73,1292.91,1732.24,0.0665
2024-10-08,AST016,Americas,739.77,212.91,2102.83,3055.51,0.0773
2024-10-08,AST021,Americas,1059.4267,377.97,3016.14,4453.5367,0.0697
2024-10-08,AST024,Middle East,1045.35,332.88,2695.1,4073.33,0.0768
2024-10-08,AST026,Americas,912.335,351.325,3676.52,4940.18,0.0791
2024-10-08,AST029,Middle East,474.44,196.49,2605.99,3276.92,0.0873
2024-10-09,AST003,Asia Pacific,848.23,308.14,2287.12,3443.49,0.081
2024-10-09,AST004,Middle East,913.35,489.25,4837.83,6240.43,0.0836
2024-10-09,AST005,Africa,693.29,272.3,2833.48,3799.07,0.0806
2024-10-09,AST006,Americas,915.0,346.17,3895.67,5156.84,0.0977
2024-10-09,AST007,Europe,953.43,494.1,3153.07,4600.6,0.068
2024-10-09,AST008,Asia Pacific,516.55,162.47,1675.17,2354.19,0.0749
2024-10-09,AST009,Middle East,520.66,254.52,2461.2,3236.38,0.0827
2024-10-09,AST010,Africa,580.02,174.5,1889.44,2643.96,0.0939
2024-10-09,AST011,Americas,1513.71,547.33,3851.83,5912.87,0.0747
2024-10-09,AST012,Europe,1044.6733,255.1333,2815.2767,4115.0833,0.0835
2024-10-09,AST013,Asia Pacific,1125.03,283.58,3574.27,4982.88,0.0858
2024-10-09,AST014,Middle East,776.7,228.29,3070.8,4075.79,0.0782
2024-10-09,AST016,Americas,587.23,222.58,2336.03,3145.84,0.0876
2024-10-09,AST017,Europe,1089.6025,414.465,4457.8725,5961.94,0.0896
2024-10-09,AST020,Africa,795.115,337.325,3200.425,4332.865,0.0807
2024-10-09,AST023,Asia Pacific,628.29,290.77,2917.28,3836.34,0.0956
2024-10-09,AST024,Middle East,744.68,309.945,2592.825,3647.45,0.0831
2024-10-09,AST026,Americas,797.66,277.07,4492.43,5567.16,0.0875
2024-10-09,AST027,Europe,1156.16,556.865,4512.27,6225.295,0.0822
2024-10-09,AST028,Asia Pacific,1730.35,273.95,4604.79,6609.09,0.0876
2024-10-09,AST029,Middle East,698.27,147.37,2237.17,3082.81,0.0848
2024-10-10,AST002,Europe,456.64,144.9,1976.12,2577.66,0.0879
2024-10-10,AST003,Asia Pacific,527.06,293.01,2624.21,3444.28,0.0915
2024-10-10,AST004,Middle East,1016.89,356.4633,3915.3667,5288.72,0.0792
2024-10-10,AST007,Europe,1097.205,351.985,4742.33,6191.52,0.0907
2024-10-10,AST008,Asia Pacific,585.22,205.21,1789.115,2579.545,0.0826
2024-10-10,AST010,Africa,580.25,181.99,1385.57,2147.81,0.0808
2024-10-10,AST013,Asia Pacific,915.655,363.045,3609.55,4888.25,0.0798
2024-10-10,AST015,Africa,450.93,119.405,1929.195,2499.53,0.0949
2024-10-10,AST017,Europe,960.43,306.89,3550.67,4817.99,0.0668
2024-10-10,AST018,Asia Pacific,1570.38,384.98,4201.53,6156.89,0.084
2024-10-10,AST019,Middle East,730.89,191.52,2091.84,3014.25,0.0988
2024-10-10,AST020,Africa,927.35,374.88,2801.68,4103.91,0.0839
2024-10-10,AST021,Americas,1158.02,299.06,4433.22,5890.3,0.0943
2024-10-10,AST022,Europe,600.7,232.05,2490.25,3323.0,0.0952
2024-10-10,AST023,Asia Pacific,626.3,316.54,2238.38,3181.22,0.0769
2024-10-10,AST026,Americas,930.16,223.17,3193.23,4346.56,0.0696
2024-10-10,AST028,Asia Pacific,1527.61,507.15,4597.4,6632.16,0.0901
2024-10-10,AST029,Middle East,614.29,247.37,1958.97,2820.63,0.0778
2024-10-10,AST030,Africa,986.47,368.95,3745.35,5100.77,0.0729
2024-10-11,AST001,Americas,640.89,205.23,1547.52,2393.64,0.0753
2024-10-11,AST002,Europe,705.14,192.04,2261.39,3158.57,0.1036
2024-10-11,AST003,Asia Pacific,641.67,178.22,2509.23,3329.12,0.0918
2024-10-11,AST004,Middle East,1453.97,520.99,4021.42,5996.38,0.0826
2024-10-11,AST005,Africa,665.69,340.8,2126.46,3132.95,0.07
2024-10-11,AST006,Americas,942.365,235.785,3012.095,4190.245,0.0788
2024-10-11,AST007,Europe,1381.56,411.505,4819.825,6612.89,0.0923
2024-10-11,AST008,Asia Pacific,641.76,250.74,1958.66,2851.16,0.0907
2024-10-11,AST009,Middle East,745.82,365.03,2701.02,3811.87,0.0829
2024-10-11,AST010,Africa,497.7067,139.3433,1581.5133,2218.5633,0.0809
2024-10-11,AST013,Asia Pacific,947.29,330.12,4123.62,5401.03,0.0887
2024-10-11,AST015,Africa,350.15,113.3,1147.2,1610.65,0.0675
2024-10-11,AST019,Middle East,481.57,172.2,1224.15,1877.92,0.0764
2024-10-11,AST023,Asia Pacific,512.11,263.34,1925.62,2701.07,0.0676
2024-10-11,AST024,Middle East,825.79,337.27,2177.88,3340.94,0.0759
2024-10-11,AST025,Africa,823.9433,335.06,3159.3867,4318.39,0.0804
2024-10-11,AST028,Asia Pacific,1371.03,527.72,4732.03,6630.78,0.0982
2024-10-11,AST029,Middle East,650.15,220.68,2891.87,3762.7,0.0956
2024-10-12,AST001,Americas,744.89,134.92,2116.135,2995.945,0.0878
2024-10-12,AST004,Middle East,1016.98,336.59,4190.29,5543.86,0.0833
2024-10-12,AST005,Africa,767.225,247.655,2197.125,3212.005,0.0699
2024-10-12,AST006,Americas,772.825,232.715,2646.63,3652.17,0.0748
2024-10-12,AST008,Asia Pacific,539.025,186.37,1695.685,2421.08,0.0823
2024-10-12,AST009,Middle East,907.79,350.29,3381.42,4639.5,0.0976
2024-10-12,AST010,Africa,497.99,93.22,1469.63,2060.84,0.0789
2024-10-12,AST011,Americas,1224.625,443.51,5013.93,6682.065,0.0843
2024-10-12,AST012,Europe,935.59,356.9,2135.46,3427.95,0.0735
2024-10-12,AST013,Asia Pacific,921.36,407.56,2582.36,3911.28,0.0687
2024-10-12,AST014,Middle East,828.78,273.635,3739.195,4841.61,0.0854
2024-10-12,AST015,Africa,509.34,153.5,1952.36,2615.2,0.0979
2024-10-12,AST020,Africa,716.81,362.91,3381.12,4460.84,0.0898
2024-10-12,AST021,Americas,838.24,305.06,3006.33,4149.63,0.0669
2024-10-12,AST022,Europe,689.01,127.81,1626.02,2442.84,0.0717
2024-10-12,AST024,Middle East,813.585,225.735,2558.875,3598.195,0.077
2024-10-12,AST025,Africa,945.11,330.14,2424.48,3699.73,0.0732
2024-10-12,AST027,Europe,1113.28,558.03,3680.57,5351.88,0.0711
2024-10-12,AST028,Asia Pacific,1383.45,353.76,5659.7,7396.91,0.0905
2024-10-12,AST029,Middle East,753.06,170.43,2405.32,3328.81,0.0795
2024-10-13,AST003,Asia Pacific,508.325,155.1,2089.125,2752.55,0.0746
2024-10-13,AST004,Middle East,1407.47,476.36,4784.81,6668.64,0.0935
2024-10-13,AST005,Africa,940.3,328.23,3221.56,4490.09,0.0932
2024-10-13,AST007,Europe,892.67,364.62,4173.34,5430.63,0.0771
2024-10-13,AST008,Asia Pacific,387.63,144.48,1451.65,1983.76,0.073
2024-10-13,AST009,Middle East,768.09,220.84,3091.99,4080.92,0.0966
2024-10-13,AST011,Americas,1726.95,444.29,4753.39,6924.63,0.0855
2024-10-13,AST012,Europe,1037.1,250.12,2836.23,4123.45,0.0847
2024-10-13,AST014,Middle East,1008.3433,365.61,3204.45,4578.4033,0.0816
2024-10-13,AST016,Americas,765.41,192.44,1899.42,2857.27,0.0787
2024-10-13,AST017,Europe,975.42,327.0,4816.34,6118.76,0.0868
2024-10-13,AST018,Asia Pacific,1415.75,488.11,3971.79,5875.65,0.0795
2024-10-13,AST019,Middle East,531.94,173.9367,1721.7833,2427.66,0.0863
2024-10-13,AST020,Africa,875.06,317.87,2797.87,3990.8,0.0776
2024-10-13,AST025,Africa,712.4133,327.3133,2972.3733,4012.1,0.0773
2024-10-13,AST026,Americas,969.39,363.65,3605.64,4938.68,0.0875
2024-10-14,AST006,Americas,758.585,374.48,3000.455,4133.52,0.0827
2024-10-14,AST008,Asia Pacific,502.81,130.27,1639.99,2273.07,0.0754
2024-10-14,AST009,Middle East,645.88,164.72,1929.28,2739.88,0.0669
2024-10-14,AST012,Europe,839.97,292.82,3197.53,4330.32,0.0986
2024-10-14,AST015,Africa,446.19,147.74,1565.99,2159.92,0.085
2024-10-14,AST020,Africa,890.03,232.395,2783.89,3906.315,0.0835
2024-10-14,AST021,Americas,1186.88,346.5267,4303.6067,5837.0133,0.0881
2024-10-14,AST024,Middle East,878.67,258.4,2260.43,3397.5,0.072
2024-10-14,AST025,Africa,656.05,413.28,3514.71,4584.04,0.0849
2024-10-14,AST029,Middle East,779.74,223.32,1987.31,2990.37,0.0746
2024-10-15,AST001,Americas,885.51,166.91,1705.5,2757.92,0.0745
2024-10-15,AST002,Europe,763.91,146.01,2326.59,3236.51,0.1041
2024-10-15,AST005,Africa,719.64,359.61,2808.63,3887.88,0.0852
2024-10-15,AST008,Asia Pacific,523.33,132.165,2036.42,2691.915,0.0841
2024-10-15,AST009,Middle East,802.91,200.09,2949.8,3952.8,0.0909
2024-10-15,AST010,Africa,584.6,165.15,2163.24,2912.99,0.0951
2024-10-15,AST012,Europe,679.36,315.41,3662.52,4657.29,0.0923
2024-10-15,AST013,Asia Pacific,1037.31,252.86,3626.73,4916.9,0.0911
2024-10-15,AST015,Africa,506.86,113.5,1881.24,2501.6,0.0933
2024-10-15,AST017,Europe,893.42,291.785,3305.26,4490.465,0.0695
2024-10-15,AST019,Middle East,477.33,132.57,2177.2,2787.1,0.0913
2024-10-15,AST023,Asia Pacific,728.15,225.15,2542.39,3495.69,0.0792
2024-10-15,AST026,Americas,888.155,325.86,3925.88,5139.895,0.0829
2024-10-15,AST027,Europe,1109.22,479.99,5138.97,6728.18,0.0927
2024-10-15,AST030,Africa,1448.65,285.2,5186.34,6920.19,0.0864
2024-10-16,AST004,Middle East,885.73,442.845,3547.785,4876.36,0.0764
2024-10-16,AST005,Africa,700.43,337.93,2721.05,3759.41,0.0851
2024-10-16,AST006,Americas,829.63,272.22,3086.085,4187.935,0.0795
2024-10-16,AST008,Asia Pacific,631.51,178.62,2172.91,2983.04,0.0983
2024-10-16,AST010,Africa,459.68,148.2233,1587.3633,2195.2667,0.0791
2024-10-16,AST011,Americas,1183.665,433.435,5253.625,6870.725,0.0915
2024-10-16,AST014,Middle East,709.89,381.71,3195.09,4286.69,0.0836
2024-10-16,AST015,Africa,353.16,83.94,1415.63,1852.73,0.0801
2024-10-16,AST016,Americas,762.82,190.105,2281.93,3234.855,0.086
2024-10-16,AST017,Europe,1071.38,437.57,3885.98,5394.93,0.0893
2024-10-16,AST019,Middle East,446.49,172.84,1253.38,1872.71,0.0704
2024-10-16,AST020,Africa,959.1,347.37,2736.84,4043.31,0.0783
2024-10-16,AST023,Asia Pacific,626.1,240.15,2856.51,3722.76,0.0868
2024-10-16,AST024,Middle East,753.09,224.805,3224.615,4202.51,0.092
2024-10-16,AST027,Europe,1354.25,415.47,3288.73,5058.45,0.0734
2024-10-16,AST028,Asia Pacific,1256.05,449.8,4409.09,6114.94,0.0843
2024-10-16,AST030,Africa,1368.74,402.11,5387.62,7158.47,0.0961
2024-10-17,AST001,Americas,673.93,175.27,2108.33,2957.53,0.0778
2024-10-17,AST003,Asia Pacific,891.37,294.07,2267.38,3452.82,0.084
2024-10-17,AST004,Middle East,964.45,406.65,3144.51,4515.61,0.0748
2024-10-17,AST007,Europe,1329.11,469.16,4248.49,6046.76,0.0825
2024-10-17,AST008,Asia Pacific,445.91,221.845,1769.93,2437.685,0.0783
2024-10-17,AST009,Middle East,656.63,221.53,3107.67,3985.83,0.0952
2024-10-17,AST010,Africa,370.44,142.21,1847.1,2359.75,0.09
2024-10-17,AST011,Americas,1635.54,292.33,5618.41,7546.28,0.0979
2024-10-17,AST012,Europe,686.6,233.79,2621.28,3541.67,0.069
2024-10-17,AST013,Asia Pacific,810.04,428.95,3243.5,4482.49,0.0784
2024-10-17,AST017,Europe,1092.1,382.115,3774.41,5248.625,0.0815
2024-10-17,AST018,Asia Pacific,1299.05,583.7,4626.77,6509.52,0.087
2024-10-17,AST019,Middle East,483.39,147.495,1363.595,1994.48,0.072
2024-10-17,AST020,Africa,677.2,295.915,3302.86,4275.975,0.0872
2024-10-17,AST022,Europe,688.54,239.66,2336.67,3264.87,0.0929
2024-10-17,AST023,Asia Pacific,800.285,240.825,2425.86,3466.97,0.0839
2024-10-17,AST026,Americas,1188.18,388.71,3980.25,5557.14,0.0946
2024-10-17,AST027,Europe,1229.22,573.27,3354.94,5157.43,0.0704
2024-10-17,AST028,Asia Pacific,1316.5467,457.7033,3744.1367,5518.3867,0.0726
2024-10-18,AST001,Americas,623.81,159.84,2155.82,2939.47,0.0805
2024-10-18,AST002,Europe,607.32,134.41,1365.56,2107.29,0.0711
2024-10-18,AST003,Asia Pacific,585.11,308.31,2099.33,2992.75,0.0729
