date,asset_id,region,segment,revenue_usd,cost_usd,margin_usd,margin_pct,revenue_per_boe_usd
2024-07-10,AST030,Africa,Upstream Gas,5950066.56,3099901.76,2850164.8,47.9,78.47
2024-07-11,AST001,Americas,Upstream Oil,2811847.52,1558129.94,1253717.58,44.59,77.54
2024-07-11,AST002,Europe,Integrated Gas,2501669.96,1497701.67,1003968.29,40.13,79.82
2024-07-11,AST003,Asia Pacific,Upstream Gas,2984552.8,1504533.95,1480018.86,49.59,75.26
2024-07-11,AST006,Americas,Upstream Gas,4405690.45,2245624.49,2160065.96,49.03,77.54
2024-07-11,AST008,Asia Pacific,Integrated Gas,2591796.99,1366979.41,1224817.58,47.26,75.26
2024-07-11,AST014,Middle East,Integrated Gas,4033849.26,2105907.16,1927942.1,47.79,71.46
2024-07-11,AST016,Americas,Upstream Oil,2773077.32,1597036.78,1176040.55,42.41,77.54
2024-07-11,AST018,Asia Pacific,Upstream Gas,5814496.88,3665059.6,2149437.28,36.97,75.26
2024-07-11,AST022,Europe,Upstream Oil,3114056.67,1580578.68,1533477.99,49.24,79.82
2024-07-11,AST025,Africa,Upstream Oil,4184693.66,1962699.83,2221993.83,53.1,76.78
2024-07-11,AST026,Americas,Integrated Gas,4722365.44,1952789.16,2769576.28,58.65,77.54
2024-07-11,AST027,Europe,Upstream Gas,5562406.2,2531135.73,3031270.48,54.5,79.82
2024-07-11,AST029,Middle East,Integrated Gas,2896725.38,1269037.02,1627688.36,56.19,71.46
2024-07-11,AST030,Africa,Upstream Gas,6125332.4,3281274.88,2844057.53,46.43,76.78
2024-07-12,AST001,Americas,Upstream Oil,3223410.06,1822003.84,1401406.22,43.48,82.83
2024-07-12,AST002,Europe,Integrated Gas,2510192.98,1198130.02,1312062.96,52.27,85.27
2024-07-12,AST004,Middle East,Upstream Oil,5660876.23,2757170.26,2903705.97,51.29,76.34
2024-07-12,AST005,Africa,Integrated Gas,4025316.58,1771209.53,2254107.05,56.0,82.02
2024-07-12,AST007,Europe,Upstream Oil,6236215.38,2955087.9,3281127.48,52.61,85.27
2024-07-12,AST008,Asia Pacific,Integrated Gas,2561879.08,1108994.56,1452884.52,56.71,80.4
2024-07-12,AST009,Middle East,Upstream Gas,3589995.25,1737948.1,1852047.15,51.59,76.34
2024-07-12,AST012,Europe,Upstream Gas,4228137.74,2055472.48,2172665.26,51.39,85.27
2024-07-12,AST014,Middle East,Integrated Gas,4062600.09,1823151.45,2239448.64,55.12,76.34
2024-07-12,AST015,Africa,Upstream Gas,2152629.0,903003.18,1249625.82,58.05,82.02
2024-07-12,AST016,Americas,Upstream Oil,3285162.96,1805809.56,1479353.4,45.03,82.83
2024-07-12,AST017,Europe,Integrated Gas,5625806.51,2545716.84,3080089.67,54.75,85.27
2024-07-12,AST018,Asia Pacific,Upstream Gas,5404427.24,2463861.94,2940565.3,54.41,80.4
2024-07-12,AST019,Middle East,Upstream Oil,2332183.91,1412770.03,919413.88,39.42,76.34
2024-07-12,AST021,Americas,Upstream Gas,5400541.34,3039405.94,2361135.4,43.72,82.83
2024-07-12,AST025,Africa,Upstream Oil,4732593.15,1840440.22,2892152.93,61.11,82.02
2024-07-12,AST028,Asia Pacific,Upstream Oil,6097215.94,4037453.76,2059762.18,33.78,80.4
2024-07-13,AST002,Europe,Integrated Gas,2574098.24,1346450.97,1227647.27,47.69,85.08
2024-07-13,AST003,Asia Pacific,Upstream Gas,3451292.15,2047297.45,1403994.7,40.68,80.22
2024-07-13,AST012,Europe,Upstream Gas,4430236.24,1775376.7,2654859.54,59.93,85.08
2024-07-13,AST014,Middle East,Integrated Gas,4709175.13,2361924.6,2347250.53,49.84,76.17
2024-07-13,AST015,Africa,Upstream Gas,2199990.02,975638.53,1224351.49,55.65,81.84
2024-07-13,AST017,Europe,Integrated Gas,5966425.27,2344480.62,3621944.65,60.71,85.08
2024-07-13,AST020,Africa,Integrated Gas,4013980.28,2149780.11,1864200.16,46.44,81.84
2024-07-13,AST021,Americas,Upstream Gas,5797856.94,2603019.65,3194837.29,55.1,82.65
2024-07-13,AST023,Asia Pacific,Integrated Gas,3496937.16,1560965.96,1935971.2,55.36,80.22
2024-07-13,AST024,Middle East,Upstream Gas,3526968.5,2013708.76,1513259.74,42.91,76.17
2024-07-13,AST025,Africa,Upstream Oil,4210765.28,1585933.09,2624832.19,62.34,81.84
2024-07-13,AST026,Americas,Integrated Gas,4828117.45,2212147.73,2615969.72,54.18,82.65
2024-07-13,AST027,Europe,Upstream Gas,6870501.29,2563079.62,4307421.67,62.69,85.08
2024-07-13,AST029,Middle East,Integrated Gas,3031342.02,1724742.75,1306599.27,43.1,76.17
2024-07-14,AST001,Americas,Upstream Oil,2671492.85,1583496.39,1087996.46,40.73,77.15
2024-07-14,AST004,Middle East,Upstream Oil,4573965.93,2453207.08,2120758.85,46.37,71.1
2024-07-14,AST006,Americas,Upstream Gas,4176203.91,1826343.55,2349860.36,56.27,77.15
2024-07-14,AST007,Europe,Upstream Oil,5689792.08,3142241.39,2547550.69,44.77,79.42
2024-07-14,AST008,Asia Pacific,Integrated Gas,2509873.62,1244145.9,1265727.72,50.43,74.88
2024-07-14,AST012,Europe,Upstream Gas,4210001.38,2120690.6,2089310.78,49.63,79.42
2024-07-14,AST013,Asia Pacific,Upstream Oil,4555244.27,2167527.83,2387716.44,52.42,74.88
2024-07-14,AST014,Middle East,Integrated Gas,3749613.98,1807317.44,1942296.54,51.8,71.1
2024-07-14,AST016,Americas,Upstream Oil,3035268.3,1753055.87,1282212.43,42.24,77.15
2024-07-14,AST017,Europe,Integrated Gas,5804000.92,2342793.3,3461207.62,59.63,79.42
2024-07-14,AST018,Asia Pacific,Upstream Gas,5589087.25,2530650.89,3058436.36,54.72,74.88
2024-07-14,AST021,Americas,Upstream Gas,4901208.77,2421195.88,2480012.89,50.6,77.15
2024-07-14,AST023,Asia Pacific,Integrated Gas,3256912.41,1394249.75,1862662.66,57.19,74.88
2024-07-14,AST028,Asia Pacific,Upstream Oil,6092454.81,3889849.89,2202604.92,36.15,74.88
2024-07-14,AST030,Africa,Upstream Gas,5873126.04,2340010.5,3533115.54,60.16,76.4
2024-07-15,AST003,Asia Pacific,Upstream Gas,3188786.4,1283680.16,1905106.24,59.74,82.43
2024-07-15,AST007,Europe,Upstream Oil,6722129.32,2902596.3,3819533.02,56.82,87.42
2024-07-15,AST009,Middle East,Upstream Gas,3399909.89,1603375.62,1796534.27,52.84,78.26
2024-07-15,AST010,Africa,Upstream Oil,2306744.11,1123148.02,1183596.09,51.31,84.09
2024-07-15,AST011,Americas,Integrated Gas,6319284.13,3085184.84,3234099.29,51.18,84.93
2024-07-15,AST014,Middle East,Integrated Gas,4286502.06,1935481.06,2351020.99,54.85,78.26
2024-07-15,AST015,Africa,Upstream Gas,2268874.41,993600.25,1275274.16,56.21,84.09
2024-07-15,AST023,Asia Pacific,Integrated Gas,3515858.32,1440153.66,2075704.66,59.04,82.43
2024-07-15,AST024,Middle East,Upstream Gas,3576017.83,1736161.19,1839856.64,51.45,78.26
2024-07-15,AST025,Africa,Upstream Oil,4420411.61,1811236.95,2609174.66,59.03,84.09
2024-07-15,AST027,Europe,Upstream Gas,7006895.17,2826958.03,4179937.14,59.65,87.42
2024-07-15,AST029,Middle East,Integrated Gas,3381178.61,1655251.21,1725927.4,51.05,78.26
2024-07-15,AST030,Africa,Upstream Gas,6341422.97,3073965.03,3267457.94,51.53,84.09
2024-07-16,AST002,Europe,Integrated Gas,2695793.84,1390958.21,1304835.63,48.4,87.62
2024-07-16,AST003,Asia Pacific,Upstream Gas,3663336.5,1580912.71,2082423.79,56.85,82.62
2024-07-16,AST005,Africa,Integrated Gas,4183208.3,2079344.32,2103863.98,50.29,84.28
2024-07-16,AST006,Americas,Upstream Gas,4507902.24,1777528.88,2730373.36,60.57,85.12
2024-07-16,AST008,Asia Pacific,Integrated Gas,2903273.9,1453935.23,1449338.67,49.92,82.62
2024-07-16,AST009,Middle East,Upstream Gas,3503499.71,1930127.74,1573371.97,44.91,78.44
2024-07-16,AST011,Americas,Integrated Gas,7403650.62,4246514.94,3157135.68,42.64,85.12
2024-07-16,AST012,Europe,Upstream Gas,4429054.51,2042577.41,2386477.09,53.88,87.62
2024-07-16,AST013,Asia Pacific,Upstream Oil,4829096.28,2092819.95,2736276.33,56.66,82.62
2024-07-16,AST016,Americas,Upstream Oil,3406079.34,1539439.32,1866640.02,54.8,85.12
2024-07-16,AST018,Asia Pacific,Upstream Gas,6291252.94,2620282.82,3670970.12,58.35,82.62
2024-07-16,AST020,Africa,Integrated Gas,4100609.49,1610834.65,2489774.84,60.72,84.28
2024-07-16,AST021,Americas,Upstream Gas,5448552.31,2706772.87,2741779.44,50.32,85.12
2024-07-16,AST022,Europe,Upstream Oil,3047203.87,1208364.67,1838839.2,60.35,87.62
2024-07-16,AST023,Asia Pacific,Integrated Gas,3660775.42,1533692.95,2127082.47,58.1,82.62
2024-07-16,AST024,Middle East,Upstream Gas,3687526.99,1629530.06,2057996.93,55.81,78.44
2024-07-16,AST026,Americas,Integrated Gas,5476428.78,2334623.1,3141805.68,57.37,85.12
2024-07-17,AST001,Americas,Upstream Oil,3169057.64,1722055.92,1447001.73,45.66,84.17
2024-07-17,AST003,Asia Pacific,Upstream Gas,3165591.8,1686129.44,1479462.36,46.74,81.69
2024-07-17,AST004,Middle East,Upstream Oil,5594804.84,2868981.32,2725823.52,48.72,77.57
2024-07-17,AST005,Africa,Integrated Gas,3756576.53,1432251.71,2324324.81,61.87,83.35
2024-07-17,AST006,Americas,Upstream Gas,4306326.0,1643653.92,2662672.08,61.83,84.17
2024-07-17,AST007,Europe,Upstream Oil,6246483.43,2918824.82,3327658.61,53.27,86.65
2024-07-17,AST008,Asia Pacific,Integrated Gas,2667770.93,1320775.39,1346995.54,50.49,81.69
2024-07-17,AST009,Middle East,Upstream Gas,3665203.37,1849549.23,1815654.14,49.54,77.57
2024-07-17,AST011,Americas,Integrated Gas,6722269.0,3236461.18,3485807.82,51.85,84.17
2024-07-17,AST014,Middle East,Integrated Gas,4435577.9,2431349.16,2004228.74,45.19,77.57
2024-07-17,AST017,Europe,Integrated Gas,5758146.58,2124062.28,3634084.3,63.11,86.65
2024-07-17,AST020,Africa,Integrated Gas,4348119.08,1918592.87,2429526.21,55.88,83.35
2024-07-17,AST024,Middle East,Upstream Gas,3387817.34,1782618.83,1605198.51,47.38,77.57
2024-07-17,AST028,Asia Pacific,Upstream Oil,5546995.23,3064650.99,2482344.24,44.75,81.69
2024-07-17,AST029,Middle East,Integrated Gas,3184742.22,1559666.84,1625075.38,51.03,77.57
2024-07-18,AST002,Europe,Integrated Gas,2520861.52,1314055.39,1206806.13,47.87,82.72
2024-07-18,AST003,Asia Pacific,Upstream Gas,3224899.48,1571782.52,1653116.96,51.26,77.99
2024-07-18,AST006,Americas,Upstream Gas,4088894.71,1541015.82,2547878.89,62.31,80.36
2024-07-18,AST007,Europe,Upstream Oil,5947799.4,2667573.25,3280226.15,55.15,82.72
2024-07-18,AST010,Africa,Upstream Oil,2235616.48,1124082.08,1111534.4,49.72,79.57
2024-07-18,AST012,Europe,Upstream Gas,4443830.12,2046832.78,2396997.34,53.94,82.72
2024-07-18,AST013,Asia Pacific,Upstream Oil,4619088.04,2143347.28,2475740.76,53.6,77.99
2024-07-18,AST015,Africa,Upstream Gas,2273331.61,1282135.23,991196.38,43.6,79.57
2024-07-18,AST016,Americas,Upstream Oil,3072798.14,1564169.53,1508628.61,49.1,80.36
2024-07-18,AST017,Europe,Integrated Gas,6386596.12,2824563.89,3562032.23,55.77,82.72
2024-07-18,AST018,Asia Pacific,Upstream Gas,6625827.35,3772239.31,2853588.04,43.07,77.99
2024-07-18,AST019,Middle East,Upstream Oil,2181237.01,1339102.24,842134.77,38.61,74.05
2024-07-18,AST020,Africa,Integrated Gas,4298451.47,2447218.14,1851233.33,43.07,79.57
2024-07-18,AST023,Asia Pacific,Integrated Gas,3276764.29,1334507.24,1942257.05,59.27,77.99
2024-07-18,AST024,Middle East,Upstream Gas,3454532.41,1927002.53,1527529.89,44.22,74.05
2024-07-18,AST026,Americas,Integrated Gas,5020858.95,2040771.04,2980087.91,59.35,80.36
2024-07-18,AST029,Middle East,Integrated Gas,3339503.11,1600431.01,1739072.1,52.08,74.05
2024-07-18,AST030,Africa,Upstream Gas,6595931.92,3223688.05,3372243.87,51.13,79.57
2024-07-19,AST001,Americas,Upstream Oil,2848404.13,1851957.86,996446.27,34.98,79.08
2024-07-19,AST002,Europe,Integrated Gas,2551686.74,1289820.34,1261866.4,49.45,81.41
2024-07-19,AST003,Asia Pacific,Upstream Gas,3057984.0,1692278.79,1365705.21,44.66,76.75
2024-07-19,AST004,Middle East,Upstream Oil,4882887.99,2439704.04,2443183.95,50.04,72.88
2024-07-19,AST005,Africa,Integrated Gas,4052925.72,1709650.64,2343275.08,57.82,78.31
2024-07-19,AST006,Americas,Upstream Gas,4170789.92,1604675.47,2566114.45,61.53,79.08
2024-07-19,AST012,Europe,Upstream Gas,3849306.35,2298504.68,1550801.67,40.29,81.41
2024-07-19,AST013,Asia Pacific,Upstream Oil,4214984.35,1983284.65,2231699.7,52.95,76.75
2024-07-19,AST014,Middle East,Integrated Gas,4187326.3,2245542.62,1941783.67,46.37,72.88
2024-07-19,AST015,Africa,Upstream Gas,2076539.1,906879.19,1169659.91,56.33,78.31
2024-07-19,AST019,Middle East,Upstream Oil,1995113.6,1252615.0,742498.6,37.22,72.88
2024-07-19,AST020,Africa,Integrated Gas,4011737.13,2137835.15,1873901.98,46.71,78.31
2024-07-19,AST021,Americas,Upstream Gas,5202594.06,2721568.69,2481025.36,47.69,79.08
2024-07-19,AST022,Europe,Upstream Oil,2620312.42,1434405.58,1185906.84,45.26,81.41
2024-07-19,AST023,Asia Pacific,Integrated Gas,3272283.13,1678189.33,1594093.8,48.72,76.75
2024-07-19,AST025,Africa,Upstream Oil,4193483.73,1638224.75,2555258.98,60.93,78.31
2024-07-19,AST027,Europe,Upstream Gas,6580738.65,3173212.92,3407525.73,51.78,81.41
2024-07-19,AST029,Middle East,Integrated Gas,3266983.95,1313503.07,1953480.88,59.79,72.88
2024-07-19,AST030,Africa,Upstream Gas,6623610.41,2992878.68,3630731.73,54.81,78.31
2024-07-20,AST001,Americas,Upstream Oil,3411316.11,1537248.44,1874067.67,54.94,86.64
2024-07-20,AST002,Europe,Integrated Gas,2719311.63,1310695.07,1408616.56,51.8,89.19
2024-07-20,AST004,Middle East,Upstream Oil,5775327.12,2459716.92,3315610.2,57.41,79.84
2024-07-20,AST007,Europe,Upstream Oil,6592613.85,2963716.69,3628897.16,55.04,89.19
2024-07-20,AST010,Africa,Upstream Oil,2493840.66,1104377.19,1389463.47,55.72,85.79
2024-07-20,AST013,Asia Pacific,Upstream Oil,5315282.74,2772757.96,2542524.78,47.83,84.09
2024-07-20,AST014,Middle East,Integrated Gas,4492879.22,1680570.9,2812308.32,62.59,79.84
2024-07-20,AST016,Americas,Upstream Oil,3356993.58,1603925.23,1753068.35,52.22,86.64
2024-07-20,AST019,Middle East,Upstream Oil,2344447.62,1232949.84,1111497.79,47.41,79.84
2024-07-20,AST020,Africa,Integrated Gas,4351753.11,1984390.37,2367362.74,54.4,85.79
2024-07-20,AST021,Americas,Upstream Gas,5908506.24,2615878.17,3292628.07,55.73,86.64
2024-07-20,AST022,Europe,Upstream Oil,3138401.34,1662934.5,1475466.84,47.01,89.19
2024-07-20,AST024,Middle East,Upstream Gas,3161087.97,1621439.5,1539648.47,48.71,79.84
2024-07-20,AST025,Africa,Upstream Oil,4902349.47,1694196.9,3208152.57,65.44,85.79
2024-07-20,AST026,Americas,Integrated Gas,5309355.62,1950342.04,3359013.58,63.27,86.64
2024-07-20,AST027,Europe,Upstream Gas,7101693.25,3343621.41,3758071.84,52.92,89.19
2024-07-20,AST030,Africa,Upstream Gas,6343439.81,2576312.68,3767127.13,59.39,85.79
2024-07-21,AST001,Americas,Upstream Oil,3027693.72,1653057.44,1374636.28,45.4,87.1
2024-07-21,AST003,Asia Pacific,Upstream Gas,3331567.7,1322024.65,2009543.05,60.32,84.54
2024-07-21,AST009,Middle East,Upstream Gas,3456600.86,1434924.87,2021675.99,58.49,80.27
2024-07-21,AST010,Africa,Upstream Oil,2528584.9,1185288.25,1343296.66,53.12,86.24
2024-07-21,AST011,Americas,Integrated Gas,6703917.66,3547767.11,3156150.56,47.08,87.1
2024-07-21,AST012,Europe,Upstream Gas,4615581.4,2233195.34,2382386.06,51.62,89.66
2024-07-21,AST015,Africa,Upstream Gas,2204566.57,971067.04,1233499.54,55.95,86.24
2024-07-21,AST016,Americas,Upstream Oil,3512392.98,1585083.54,1927309.44,54.87,87.1
2024-07-21,AST018,Asia Pacific,Upstream Gas,6199285.82,3239638.3,2959647.53,47.74,84.54
2024-07-21,AST020,Africa,Integrated Gas,4691150.7,2659952.05,2031198.65,43.3,86.24
2024-07-21,AST023,Asia Pacific,Integrated Gas,3488847.12,1787275.52,1701571.6,48.77,84.54
2024-07-21,AST027,Europe,Upstream Gas,7184012.27,3151133.27,4032879.0,56.14,89.66
2024-07-21,AST028,Asia Pacific,Upstream Oil,6298108.52,3458715.63,2839392.89,45.08,84.54
2024-07-21,AST030,Africa,Upstream Gas,7391878.43,3545474.05,3846404.38,52.04,86.24
2024-07-22,AST001,Americas,Upstream Oil,3112833.65,1480051.16,1632782.49,52.45,84.56
2024-07-22,AST002,Europe,Integrated Gas,2598641.43,1223695.46,1374945.97,52.91,87.04
2024-07-22,AST004,Middle East,Upstream Oil,5428091.38,2824494.92,2603596.46,47.97,77.93
2024-07-22,AST007,Europe,Upstream Oil,5945869.86,2301385.74,3644484.12,61.29,87.04
2024-07-22,AST010,Africa,Upstream Oil,2340267.41,1069660.37,1270607.04,54.29,83.73
2024-07-22,AST012,Europe,Upstream Gas,4470565.92,2065896.17,2404669.74,53.79,87.05
2024-07-22,AST013,Asia Pacific,Upstream Oil,4781018.75,2359625.41,2421393.34,50.65,82.07
2024-07-22,AST015,Africa,Upstream Gas,2240253.12,991689.84,1248563.28,55.73,83.73
2024-07-22,AST016,Americas,Upstream Oil,3612740.55,2026547.21,1586193.34,43.91,84.56
2024-07-22,AST017,Europe,Integrated Gas,6245478.75,3074436.05,3171042.7,50.77,87.04
2024-07-22,AST018,Asia Pacific,Upstream Gas,6178633.16,2989809.32,3188823.84,51.61,82.07
2024-07-22,AST020,Africa,Integrated Gas,4189715.43,2209664.45,1980050.98,47.26,83.73
2024-07-22,AST022,Europe,Upstream Oil,2915485.23,1187876.19,1727609.04,59.26,87.04
2024-07-22,AST023,Asia Pacific,Integrated Gas,3470755.23,1561946.66,1908808.57,55.0,82.07
2024-07-22,AST024,Middle East,Upstream Gas,3491552.36,1724746.5,1766805.86,50.6,77.93
2024-07-22,AST027,Europe,Upstream Gas,6519801.07,2985731.97,3534069.1,54.21,87.05
2024-07-22,AST030,Africa,Upstream Gas,6434155.0,3234282.42,3199872.58,49.73,83.73
2024-07-23,AST002,Europe,Integrated Gas,2530187.29,1334713.8,1195473.5,47.25,81.67
2024-07-23,AST003,Asia Pacific,Upstream Gas,3167870.51,1673279.6,1494590.91,47.18,77.0
2024-07-23,AST006,Americas,Upstream Gas,4171465.85,2121515.1,2049950.75,49.14,79.34
2024-07-23,AST009,Middle East,Upstream Gas,3154542.13,1799352.89,1355189.24,42.96,73.11
2024-07-23,AST010,Africa,Upstream Oil,2216508.33,1105817.16,1110691.17,50.11,78.56
2024-07-23,AST011,Americas,Integrated Gas,6493142.85,2850742.99,3642399.86,56.1,79.34
2024-07-23,AST012,Europe,Upstream Gas,3864250.4,2246381.61,1617868.79,41.87,81.67
2024-07-23,AST013,Asia Pacific,Upstream Oil,4622442.07,1912449.19,2709992.88,58.63,77.0
2024-07-23,AST014,Middle East,Integrated Gas,4299933.52,2014928.16,2285005.36,53.14,73.11
2024-07-23,AST016,Americas,Upstream Oil,3088296.9,1668714.05,1419582.85,45.97,79.34
2024-07-23,AST019,Middle East,Upstream Oil,2298459.67,1318850.08,979609.59,42.62,73.11
2024-07-23,AST020,Africa,Integrated Gas,4241492.74,1831833.19,2409659.55,56.81,78.56
2024-07-23,AST021,Americas,Upstream Gas,4989971.23,2152639.64,2837331.59,56.86,79.34
2024-07-23,AST023,Asia Pacific,Integrated Gas,3484811.56,1937371.52,1547440.04,44.41,77.0
2024-07-23,AST024,Middle East,Upstream Gas,3118643.55,1869383.22,1249260.33,40.06,73.11
2024-07-23,AST026,Americas,Integrated Gas,5132061.29,2117955.7,3014105.59,58.73,79.34
2024-07-23,AST027,Europe,Upstream Gas,6178994.87,2231104.98,3947889.89,63.89,81.67
2024-07-23,AST028,Asia Pacific,Upstream Oil,5870647.72,3435631.1,2435016.62,41.48,77.0
2024-07-23,AST029,Middle East,Integrated Gas,3246445.42,1660345.87,1586099.55,48.86,73.11
2024-07-23,AST030,Africa,Upstream Gas,6591863.56,2967016.35,3624847.21,54.99,78.56
2024-07-24,AST003,Asia Pacific,Upstream Gas,3444786.11,1858032.52,1586753.59,46.06,79.61
2024-07-24,AST004,Middle East,Upstream Oil,5267546.53,2989227.56,2278318.97,43.25,75.59
2024-07-24,AST006,Americas,Upstream Gas,4560539.99,1613298.03,2947241.96,64.62,82.02
2024-07-24,AST008,Asia Pacific,Integrated Gas,2439283.99,1401156.22,1038127.77,42.56,79.61
2024-07-24,AST009,Middle East,Upstream Gas,3070203.36,1675965.45,1394237.91,45.41,75.59
2024-07-24,AST010,Africa,Upstream Oil,2392134.24,1223554.26,1168579.98,48.85,81.21
2024-07-24,AST011,Americas,Integrated Gas,6907490.78,3208567.45,3698923.34,53.55,82.02
2024-07-24,AST014,Middle East,Integrated Gas,4259690.8,2094871.23,2164819.57,50.82,75.59
2024-07-24,AST015,Africa,Upstream Gas,2279273.72,1143848.07,1135425.65,49.82,81.21
2024-07-24,AST016,Americas,Upstream Oil,3016793.43,1600268.96,1416524.47,46.95,82.02
2024-07-24,AST018,Asia Pacific,Upstream Gas,6496637.5,2987344.04,3509293.46,54.02,79.61
2024-07-24,AST020,Africa,Integrated Gas,3777024.15,1959081.8,1817942.35,48.13,81.21
2024-07-24,AST023,Asia Pacific,Integrated Gas,3582265.5,1706667.51,1875597.99,52.36,79.61
2024-07-24,AST027,Europe,Upstream Gas,6597863.64,2711840.7,3886022.93,58.9,84.43
2024-07-24,AST028,Asia Pacific,Upstream Oil,5359706.04,3456632.24,1903073.8,35.51,79.61
2024-07-24,AST030,Africa,Upstream Gas,6006269.98,2839745.92,3166524.06,52.72,81.21
2024-07-25,AST001,Americas,Upstream Oil,3118325.28,1597371.92,1520953.36,48.77,77.39
2024-07-25,AST003,Asia Pacific,Upstream Gas,3029839.62,1881035.97,1148803.65,37.92,75.11
2024-07-25,AST004,Middle East,Upstream Oil,5447610.15,3293700.62,2153909.53,39.54,71.32
2024-07-25,AST008,Asia Pacific,Integrated Gas,2526593.91,1572227.22,954366.69,37.77,75.11
2024-07-25,AST011,Americas,Integrated Gas,6019811.07,3304369.08,2715441.99,45.11,77.39
2024-07-25,AST015,Africa,Upstream Gas,2105948.24,1096036.5,1009911.74,47.96,76.63
2024-07-25,AST016,Americas,Upstream Oil,2868905.69,1312555.42,1556350.27,54.25,77.39
2024-07-25,AST017,Europe,Integrated Gas,6267047.88,3531597.03,2735450.85,43.65,79.66
2024-07-25,AST018,Asia Pacific,Upstream Gas,5872201.43,2953561.69,2918639.74,49.7,75.11
2024-07-25,AST019,Middle East,Upstream Oil,1980423.99,1147457.78,832966.21,42.06,71.32
2024-07-25,AST020,Africa,Integrated Gas,3255646.95,1907225.89,1348421.06,41.42,76.63
2024-07-25,AST021,Americas,Upstream Gas,5087215.51,2538567.24,2548648.27,50.1,77.39
2024-07-25,AST025,Africa,Upstream Oil,4273046.2,1890725.27,2382320.93,55.75,76.63
2024-07-25,AST027,Europe,Upstream Gas,5510642.95,2381062.3,3129580.65,56.79,79.66
2024-07-25,AST028,Asia Pacific,Upstream Oil,5877008.56,3105296.65,2771711.91,47.16,75.11
2024-07-25,AST030,Africa,Upstream Gas,6782789.38,3143259.74,3639529.64,53.66,76.63
2024-07-26,AST002,Europe,Integrated Gas,2642227.09,1560202.75,1082024.34,40.95,82.12
2024-07-26,AST004,Middle East,Upstream Oil,4847957.9,2392940.04,2455017.86,50.64,73.52
2024-07-26,AST007,Europe,Upstream Oil,5951108.39,2766773.55,3184334.84,53.51,82.12
2024-07-26,AST008,Asia Pacific,Integrated Gas,2567044.6,1535042.77,1032001.83,40.2,77.43
2024-07-26,AST009,Middle East,Upstream Gas,3283287.08,1752261.56,1531025.52,46.63,73.52
2024-07-26,AST011,Americas,Integrated Gas,6350584.74,3368821.95,2981762.79,46.95,79.77
2024-07-26,AST014,Middle East,Integrated Gas,4393399.82,2459801.05,1933598.77,44.01,73.52
2024-07-26,AST015,Africa,Upstream Gas,2265572.42,1052753.49,1212818.93,53.53,78.99
2024-07-26,AST016,Americas,Upstream Oil,3237157.26,1753228.91,1483928.35,45.84,79.77
2024-07-26,AST019,Middle East,Upstream Oil,2093260.93,1139524.34,953736.59,45.56,73.52
2024-07-26,AST022,Europe,Upstream Oil,2850238.31,1621251.01,1228987.3,43.12,82.12
2024-07-26,AST023,Asia Pacific,Integrated Gas,3235015.09,1300231.54,1934783.55,59.81,77.43
2024-07-26,AST028,Asia Pacific,Upstream Oil,5934771.11,2936736.93,2998034.18,50.52,77.43
2024-07-26,AST029,Middle East,Integrated Gas,2973337.73,1695466.67,1277871.06,42.98,73.52
2024-07-26,AST030,Africa,Upstream Gas,6375926.34,3601140.66,2774785.68,43.52,78.99
2024-07-27,AST001,Americas,Upstream Oil,3050638.44,1848799.52,1201838.92,39.4,85.48
2024-07-27,AST002,Europe,Integrated Gas,2871876.28,1476990.13,1394886.15,48.57,87.99
2024-07-27,AST004,Middle East,Upstream Oil,5194777.08,2734856.63,2459920.45,47.35,78.77
2024-07-27,AST005,Africa,Integrated Gas,3710360.64,1960734.19,1749626.45,47.16,84.64
2024-07-27,AST007,Europe,Upstream Oil,6631454.34,2976072.7,3655381.64,55.12,87.99
2024-07-27,AST009,Middle East,Upstream Gas,3272346.42,1577991.04,1694355.38,51.78,78.77
2024-07-27,AST013,Asia Pacific,Upstream Oil,4626334.45,2353558.39,2272776.06,49.13,82.96
2024-07-27,AST016,Americas,Upstream Oil,3391174.82,1734523.13,1656651.7,48.85,85.48
2024-07-27,AST023,Asia Pacific,Integrated Gas,3636556.31,1606984.86,2029571.45,55.81,82.96
2024-07-27,AST024,Middle East,Upstream Gas,3332528.23,1699445.33,1633082.9,49.0,78.77
2024-07-27,AST026,Americas,Integrated Gas,5326693.37,2127013.5,3199679.87,60.07,85.48
2024-07-27,AST029,Middle East,Integrated Gas,2955840.53,1456292.29,1499548.24,50.73,78.77
2024-07-28,AST001,Americas,Upstream Oil,2876877.6,1756539.71,1120337.89,38.94,82.64
2024-07-28,AST002,Europe,Integrated Gas,2826824.26,1613776.23,1213048.03,42.91,85.07
2024-07-28,AST006,Americas,Upstream Gas,4731658.74,1743097.47,2988561.27,63.16,82.64
2024-07-28,AST009,Middle East,Upstream Gas,3351786.87,1651601.83,1700185.04,50.72,76.16
2024-07-28,AST012,Europe,Upstream Gas,4505360.16,2383144.99,2122215.17,47.1,85.07
2024-07-28,AST014,Middle East,Integrated Gas,4439524.93,2436593.87,2002931.06,45.12,76.16
2024-07-28,AST016,Americas,Upstream Oil,3088106.47,1244835.73,1843270.74,59.69,82.64
2024-07-28,AST017,Europe,Integrated Gas,6003035.12,2157550.01,3845485.11,64.06,85.07
2024-07-28,AST018,Asia Pacific,Upstream Gas,5789262.63,2877492.09,2911770.54,50.3,80.21
