date,asset_id,production_boe_d,production_status
2024-08-07,AST012,50763.0,Normal
2024-08-07,AST013,57152.0,Normal
2024-08-07,AST014,55537.0,Normal
2024-08-07,AST017,71113.5,High
2024-08-07,AST021,68564.0,Normal
2024-08-07,AST022,32413.5,Low
2024-08-07,AST023,41158.0,Low
2024-08-07,AST024,45628.5,Normal
2024-08-07,AST025,54086.0,Normal
2024-08-07,AST026,57405.0,Normal
2024-08-07,AST027,74780.0,High
2024-08-07,AST029,35888.0,Low
2024-08-07,AST030,78626.0,High
2024-08-08,AST001,37142.0,Low
2024-08-08,AST002,26981.0,Low
2024-08-08,AST003,41293.0,Low
2024-08-08,AST006,55332.0,Normal
2024-08-08,AST007,70924.0,High
2024-08-08,AST009,41292.0,Low
2024-08-08,AST012,48171.0,Normal
2024-08-08,AST013,58455.0,Normal
2024-08-08,AST016,41590.0,Low
2024-08-08,AST017,66129.0,Normal
2024-08-08,AST018,79522.5,High
2024-08-08,AST020,53120.0,Normal
2024-08-08,AST022,33362.5,Low
2024-08-08,AST023,45250.0,Normal
2024-08-08,AST028,80664.0,High
2024-08-09,AST001,37289.0,Low
2024-08-09,AST006,52085.0,Normal
2024-08-09,AST009,40938.67,Low
2024-08-09,AST010,28228.0,Low
2024-08-09,AST011,73970.0,High
2024-08-09,AST015,25041.0,Low
2024-08-09,AST016,40646.0,Low
2024-08-09,AST017,65677.0,Normal
2024-08-09,AST018,73804.0,High
2024-08-09,AST019,27356.0,Low
2024-08-09,AST021,59841.0,Normal
2024-08-09,AST023,44869.0,Low
2024-08-09,AST024,43088.0,Low
2024-08-09,AST025,56252.0,Normal
2024-08-09,AST026,65054.0,Normal
2024-08-09,AST027,75413.0,High
2024-08-09,AST029,39637.0,Low
2024-08-10,AST002,29814.0,Low
2024-08-10,AST004,73845.0,High
2024-08-10,AST005,48630.0,Normal
2024-08-10,AST006,55626.5,Normal
2024-08-10,AST007,67124.0,Normal
2024-08-10,AST011,79913.0,High
2024-08-10,AST012,51217.0,Normal
2024-08-10,AST014,57609.0,Normal
2024-08-10,AST015,29000.0,Low
2024-08-10,AST017,68365.0,Normal
2024-08-10,AST018,77659.0,High
2024-08-10,AST021,59634.0,Normal
2024-08-10,AST023,44624.0,Low
2024-08-10,AST024,46590.0,Normal
2024-08-10,AST027,78526.0,High
2024-08-10,AST028,79363.0,High
2024-08-11,AST002,32464.0,Low
2024-08-11,AST004,68718.0,Normal
2024-08-11,AST005,48307.0,Normal
2024-08-11,AST007,75143.0,High
2024-08-11,AST008,31016.0,Low
2024-08-11,AST009,42066.5,Low
2024-08-11,AST010,30790.0,Low
2024-08-11,AST012,51014.0,Normal
2024-08-11,AST015,26173.0,Low
2024-08-11,AST018,74179.0,High
2024-08-11,AST019,29657.0,Low
2024-08-11,AST020,52369.0,Normal
2024-08-11,AST021,69396.0,Normal
2024-08-11,AST022,36763.0,Low
2024-08-11,AST023,43474.6,Low
2024-08-11,AST024,44717.5,Low
2024-08-11,AST026,60700.0,Normal
2024-08-11,AST027,68766.0,Normal
2024-08-11,AST030,79258.0,High
2024-08-12,AST001,35904.0,Low
2024-08-12,AST004,67316.0,Normal
2024-08-12,AST007,69292.0,High
2024-08-12,AST009,39028.0,Low
2024-08-12,AST010,29885.0,Low
2024-08-12,AST012,50367.0,Normal
2024-08-12,AST013,58806.0,Normal
2024-08-12,AST016,36608.0,Low
2024-08-12,AST017,71317.0,High
2024-08-12,AST018,76152.0,High
2024-08-12,AST020,51033.0,Normal
2024-08-12,AST025,54517.0,Normal
2024-08-12,AST027,78376.0,High
2024-08-13,AST006,53851.0,Normal
2024-08-13,AST009,42336.0,Low
2024-08-13,AST011,82294.5,High
2024-08-13,AST012,50195.0,Normal
2024-08-13,AST014,54155.0,Normal
2024-08-13,AST015,26487.0,Low
2024-08-13,AST016,36615.5,Low
2024-08-13,AST017,75814.0,High
2024-08-13,AST018,66210.0,Normal
2024-08-13,AST020,48408.0,Normal
2024-08-13,AST024,47785.0,Normal
2024-08-13,AST026,63110.5,Normal
2024-08-13,AST027,78250.0,High
2024-08-13,AST028,75161.0,High
2024-08-13,AST029,38667.5,Low
2024-08-13,AST030,76367.0,High
2024-08-14,AST001,33919.0,Low
2024-08-14,AST002,29902.0,Low
2024-08-14,AST004,66408.0,Normal
2024-08-14,AST005,49872.0,Normal
2024-08-14,AST006,53256.0,Normal
2024-08-14,AST008,30813.0,Low
2024-08-14,AST009,41298.0,Low
2024-08-14,AST011,75407.0,High
2024-08-14,AST014,58004.0,Normal
2024-08-14,AST015,28250.0,Low
2024-08-14,AST017,62855.0,Normal
2024-08-14,AST018,78112.0,High
2024-08-14,AST019,29197.0,Low
2024-08-14,AST023,47164.0,Normal
2024-08-14,AST024,42283.0,Low
2024-08-14,AST025,56604.0,Normal
2024-08-14,AST027,73138.5,High
2024-08-15,AST001,37665.0,Low
2024-08-15,AST003,40148.0,Low
2024-08-15,AST004,75295.0,High
2024-08-15,AST005,49917.0,Normal
2024-08-15,AST010,26906.0,Low
2024-08-15,AST012,49363.0,Normal
2024-08-15,AST013,58847.0,Normal
2024-08-15,AST014,54547.0,Normal
2024-08-15,AST015,27083.0,Low
2024-08-15,AST020,50383.5,Normal
2024-08-15,AST021,64963.0,Normal
2024-08-15,AST022,34850.0,Low
2024-08-15,AST023,42434.0,Low
2024-08-15,AST024,51417.5,Normal
2024-08-15,AST027,75243.0,High
2024-08-15,AST028,68474.0,Normal
2024-08-16,AST002,29824.5,Low
2024-08-16,AST005,48247.0,Normal
2024-08-16,AST009,44104.0,Low
2024-08-16,AST010,28027.0,Low
2024-08-16,AST011,79013.5,High
2024-08-16,AST013,64942.0,Normal
2024-08-16,AST014,52464.0,Normal
2024-08-16,AST015,26174.0,Low
2024-08-16,AST017,70801.67,High
2024-08-16,AST018,83923.0,High
2024-08-16,AST020,53295.0,Normal
2024-08-16,AST021,68302.0,Normal
2024-08-16,AST022,34616.67,Low
2024-08-16,AST023,41646.5,Low
2024-08-16,AST024,47161.0,Normal
2024-08-16,AST025,55056.5,Normal
2024-08-16,AST026,64947.67,Normal
2024-08-16,AST030,84825.0,High
2024-08-17,AST001,37312.5,Low
2024-08-17,AST002,29289.5,Low
2024-08-17,AST003,40127.5,Low
2024-08-17,AST004,67800.0,Normal
2024-08-17,AST006,49487.0,Normal
2024-08-17,AST008,32249.0,Low
2024-08-17,AST009,42706.5,Low
2024-08-17,AST015,26080.0,Low
2024-08-17,AST018,70674.0,High
2024-08-17,AST019,30413.0,Low
2024-08-17,AST025,55164.5,Normal
2024-08-18,AST001,36706.0,Low
2024-08-18,AST002,29842.0,Low
2024-08-18,AST003,41773.0,Low
2024-08-18,AST004,69725.0,Normal
2024-08-18,AST005,48102.33,Normal
2024-08-18,AST007,70545.0,High
2024-08-18,AST008,32125.0,Low
2024-08-18,AST009,42638.0,Low
2024-08-18,AST013,59435.0,Normal
2024-08-18,AST014,56223.0,Normal
2024-08-18,AST015,26270.0,Low
2024-08-18,AST018,66701.0,Normal
2024-08-18,AST027,79922.0,High
2024-08-18,AST028,76117.0,High
2024-08-18,AST029,40617.0,Low
2024-08-19,AST002,30659.67,Low
2024-08-19,AST003,38892.0,Low
2024-08-19,AST004,71206.75,High
2024-08-19,AST006,51373.0,Normal
2024-08-19,AST010,29842.0,Low
2024-08-19,AST012,51296.0,Normal
2024-08-19,AST013,54044.0,Normal
2024-08-19,AST014,59457.0,Normal
2024-08-19,AST015,25649.0,Low
2024-08-19,AST017,68065.0,High
2024-08-19,AST018,77539.5,High
2024-08-19,AST019,28380.0,Low
2024-08-19,AST020,53835.0,Normal
2024-08-19,AST022,37679.0,Low
2024-08-19,AST023,45746.5,Normal
2024-08-19,AST028,74766.0,High
2024-08-20,AST002,28060.0,Low
2024-08-20,AST003,39832.0,Low
2024-08-20,AST007,61936.0,Normal
2024-08-20,AST010,26370.0,Low
2024-08-20,AST011,74569.0,High
2024-08-20,AST015,24379.0,Low
2024-08-20,AST017,68014.0,Normal
2024-08-20,AST018,70964.0,High
2024-08-20,AST019,30041.0,Low
2024-08-20,AST023,38430.0,Low
2024-08-20,AST024,48332.0,Normal
2024-08-20,AST028,74132.5,High
2024-08-20,AST030,74709.0,High
2024-08-21,AST001,35744.0,Low
2024-08-21,AST002,30945.0,Low
2024-08-21,AST003,36131.0,Low
2024-08-21,AST007,67941.0,Normal
2024-08-21,AST010,29532.0,Low
2024-08-21,AST011,86536.0,High
2024-08-21,AST015,26044.0,Low
2024-08-21,AST018,77626.0,High
2024-08-21,AST019,30258.0,Low
2024-08-21,AST024,51914.0,Normal
2024-08-21,AST025,54933.0,Normal
2024-08-21,AST027,82634.0,High
2024-08-21,AST029,37147.0,Low
2024-08-22,AST001,34299.0,Low
2024-08-22,AST002,29971.0,Low
2024-08-22,AST006,57760.0,Normal
2024-08-22,AST007,69535.0,Normal
2024-08-22,AST008,33423.0,Low
2024-08-22,AST009,40335.0,Low
2024-08-22,AST011,80156.5,High
2024-08-22,AST012,50922.0,Normal
2024-08-22,AST013,59248.0,Normal
2024-08-22,AST014,58887.0,Normal
2024-08-22,AST017,69551.5,High
2024-08-22,AST019,30566.0,Low
2024-08-22,AST024,47900.0,Normal
2024-08-22,AST029,39653.0,Low
2024-08-22,AST030,77471.0,High
2024-08-23,AST003,38924.0,Low
2024-08-23,AST004,70275.0,High
2024-08-23,AST007,78080.0,High
2024-08-23,AST009,43506.0,Low
2024-08-23,AST010,28991.0,Low
2024-08-23,AST011,79135.0,High
2024-08-23,AST013,57800.33,Normal
2024-08-23,AST015,25091.0,Low
2024-08-23,AST018,70813.0,High
2024-08-23,AST020,52043.33,Normal
2024-08-23,AST023,42236.0,Low
2024-08-23,AST024,45675.0,Normal
2024-08-23,AST025,50754.0,Normal
2024-08-23,AST028,84751.0,High
2024-08-23,AST029,41281.0,Low
2024-08-24,AST001,38110.0,Low
2024-08-24,AST004,72710.0,High
2024-08-24,AST007,70553.67,Normal
2024-08-24,AST009,41385.0,Low
2024-08-24,AST012,49416.0,Normal
2024-08-24,AST013,56936.0,Normal
2024-08-24,AST015,26729.0,Low
2024-08-24,AST016,41340.0,Low
2024-08-24,AST017,67471.0,Normal
2024-08-24,AST019,30143.5,Low
2024-08-24,AST021,63178.0,Normal
2024-08-24,AST025,52387.0,Normal
2024-08-24,AST026,64943.5,Normal
2024-08-24,AST027,71030.0,High
2024-08-24,AST028,74346.0,High
2024-08-24,AST029,38827.0,Low
2024-08-24,AST030,75038.0,High
2024-08-25,AST002,30439.0,Low
2024-08-25,AST003,38436.0,Low
2024-08-25,AST004,67397.0,Normal
2024-08-25,AST005,44960.0,Low
2024-08-25,AST006,53532.0,Normal
2024-08-25,AST007,72306.5,High
2024-08-25,AST009,43992.0,Low
2024-08-25,AST010,27364.0,Low
2024-08-25,AST012,51252.0,Normal
2024-08-25,AST014,52881.5,Normal
2024-08-25,AST015,25713.5,Low
2024-08-25,AST018,70183.0,High
2024-08-25,AST019,28985.0,Low
2024-08-25,AST021,60858.0,Normal
2024-08-25,AST027,82791.0,High
2024-08-25,AST028,76445.0,High
2024-08-26,AST001,36989.0,Low
2024-08-26,AST002,29715.0,Low
2024-08-26,AST004,64027.0,Normal
2024-08-26,AST005,45057.5,Low
2024-08-26,AST010,31127.0,Low
2024-08-26,AST011,73109.0,High
2024-08-26,AST012,52648.0,Normal
2024-08-26,AST013,55446.0,Normal
2024-08-26,AST014,57825.0,Normal
2024-08-26,AST016,36062.0,Low
2024-08-26,AST019,29260.0,Low
2024-08-26,AST024,46180.0,Normal
2024-08-26,AST025,49295.0,Normal
2024-08-26,AST026,59703.0,Normal
2024-08-26,AST027,87752.0,High
2024-08-26,AST028,78972.0,High
2024-08-26,AST030,86465.0,High
2024-08-27,AST001,35092.5,Low
2024-08-27,AST002,31177.0,Low
2024-08-27,AST003,39058.67,Low
2024-08-27,AST004,64685.0,Normal
2024-08-27,AST005,44605.5,Low
2024-08-27,AST006,55197.0,Normal
2024-08-27,AST008,28915.0,Low
2024-08-27,AST009,45042.0,Normal
2024-08-27,AST010,29011.0,Low
2024-08-27,AST013,62669.0,Normal
2024-08-27,AST015,25674.0,Low
2024-08-27,AST016,41325.5,Low
2024-08-27,AST019,29576.0,Low
2024-08-27,AST022,33137.0,Low
2024-08-27,AST024,44426.5,Low
2024-08-27,AST025,59450.5,Normal
2024-08-27,AST026,58589.0,Normal
2024-08-27,AST027,78070.0,High
2024-08-27,AST029,40828.0,Low
2024-08-27,AST030,76350.0,High
2024-08-28,AST001,38077.0,Low
2024-08-28,AST002,30736.0,Low
2024-08-28,AST004,68059.0,High
2024-08-28,AST008,31759.0,Low
2024-08-28,AST010,27791.0,Low
2024-08-28,AST017,68855.0,Normal
2024-08-28,AST021,67058.5,Normal
2024-08-28,AST023,43795.0,Low
2024-08-28,AST025,55482.0,Normal
2024-08-28,AST026,60822.0,Normal
2024-08-28,AST027,76020.0,High
2024-08-28,AST028,79017.5,High
2024-08-29,AST001,37431.5,Low
2024-08-29,AST003,39976.0,Low
2024-08-29,AST006,52918.5,Normal
2024-08-29,AST007,71374.0,High
2024-08-29,AST012,55994.5,Normal
2024-08-29,AST015,26725.5,Low
2024-08-29,AST017,71027.0,High
2024-08-29,AST020,46207.0,Normal
2024-08-29,AST021,66595.0,Normal
2024-08-29,AST022,35263.0,Low
2024-08-29,AST023,40935.0,Low
2024-08-29,AST024,44770.0,Low
2024-08-29,AST025,58594.0,Normal
2024-08-29,AST026,63191.0,Normal
2024-08-29,AST027,79744.0,High
2024-08-29,AST028,79651.0,High
2024-08-29,AST030,82896.0,High
2024-08-30,AST001,35707.0,Low
2024-08-30,AST004,64473.0,Normal
2024-08-30,AST006,50292.0,Normal
2024-08-30,AST007,74401.0,High
2024-08-30,AST008,32613.67,Low
2024-08-30,AST010,25862.0,Low
2024-08-30,AST014,57138.0,Normal
2024-08-30,AST015,24618.0,Low
2024-08-30,AST017,71359.33,High
2024-08-30,AST018,77050.0,High
2024-08-30,AST019,30504.0,Low
2024-08-30,AST021,60392.0,Normal
2024-08-30,AST026,62382.5,Normal
2024-08-30,AST027,83134.0,High
2024-08-30,AST029,39792.0,Low
2024-08-30,AST030,79268.5,High
2024-08-31,AST003,35297.0,Low
2024-08-31,AST004,71680.5,High
2024-08-31,AST007,71740.5,High
2024-08-31,AST008,30140.0,Low
2024-08-31,AST011,74490.5,High
2024-08-31,AST012,52873.0,Normal
2024-08-31,AST015,27473.67,Low
2024-08-31,AST020,49593.0,Normal
2024-08-31,AST025,53118.5,Normal
2024-08-31,AST026,60864.0,Normal
2024-08-31,AST028,74114.0,High
2024-08-31,AST029,41000.0,Low
2024-08-31,AST030,74943.0,High
2024-09-01,AST002,25318.0,Low
2024-09-01,AST006,50257.67,Normal
2024-09-01,AST008,29584.0,Low
2024-09-01,AST010,26500.0,Low
2024-09-01,AST015,28371.0,Low
2024-09-01,AST016,37931.0,Low
2024-09-01,AST017,69416.0,High
2024-09-01,AST019,29240.0,Low
2024-09-01,AST023,42350.0,Low
2024-09-01,AST024,43980.5,Low
2024-09-01,AST025,55950.67,Normal
2024-09-01,AST026,62836.0,Normal
2024-09-01,AST027,80025.0,High
2024-09-01,AST028,76029.0,High
2024-09-02,AST001,36624.0,Low
2024-09-02,AST002,31281.0,Low
2024-09-02,AST003,43143.0,Low
2024-09-02,AST005,44506.0,Low
2024-09-02,AST006,49155.0,Normal
2024-09-02,AST007,73243.0,High
2024-09-02,AST008,30574.0,Low
2024-09-02,AST011,79819.67,High
2024-09-02,AST012,49491.0,Normal
2024-09-02,AST013,56327.5,Normal
2024-09-02,AST014,55907.5,Normal
2024-09-02,AST016,34219.0,Low
2024-09-02,AST018,74276.0,High
2024-09-02,AST022,32629.0,Low
2024-09-02,AST023,39307.0,Low
2024-09-02,AST025,59087.0,Normal
2024-09-02,AST026,66691.0,Normal
2024-09-02,AST027,75081.0,High
2024-09-02,AST030,80592.0,High
2024-09-03,AST001,39369.0,Low
2024-09-03,AST006,50550.5,Normal
2024-09-03,AST010,28267.5,Low
2024-09-03,AST011,80172.0,High
2024-09-03,AST012,52811.0,Normal
2024-09-03,AST014,56774.0,Normal
2024-09-03,AST015,25356.0,Low
2024-09-03,AST016,38271.0,Low
2024-09-03,AST017,74111.0,High
2024-09-03,AST020,49410.0,Normal
2024-09-03,AST021,64944.0,Normal
2024-09-03,AST025,57006.0,Normal
2024-09-03,AST027,75477.0,High
2024-09-03,AST030,74916.0,High
2024-09-04,AST002,29295.0,Low
2024-09-04,AST003,39245.5,Low
2024-09-04,AST005,45086.0,Normal
2024-09-04,AST009,41278.5,Low
2024-09-04,AST010,25468.0,Low
2024-09-04,AST011,77472.0,High
2024-09-04,AST014,52551.0,Normal
2024-09-04,AST015,26610.0,Low
2024-09-04,AST019,28485.0,Low
2024-09-04,AST020,49953.0,Normal
2024-09-04,AST021,66060.0,Normal
2024-09-04,AST022,35518.0,Low
2024-09-04,AST023,39331.0,Low
2024-09-04,AST024,46243.0,Normal
2024-09-04,AST025,57666.5,Normal
2024-09-04,AST029,43955.0,Low
2024-09-04,AST030,70346.0,High
2024-09-05,AST002,30029.0,Low
2024-09-05,AST003,40298.0,Low
2024-09-05,AST005,47004.5,Normal
2024-09-05,AST007,68578.67,Normal
2024-09-05,AST014,55128.0,Normal
2024-09-05,AST016,36931.33,Low
2024-09-05,AST017,76401.0,High
2024-09-05,AST020,47639.0,Normal
2024-09-05,AST021,66273.0,Normal
2024-09-05,AST025,54785.0,Normal
2024-09-05,AST026,58717.0,Normal
2024-09-05,AST029,40832.5,Low
2024-09-05,AST030,77994.0,High
2024-09-06,AST001,38323.0,Low
2024-09-06,AST002,27398.0,Low
2024-09-06,AST003,38723.33,Low
2024-09-06,AST004,67122.0,Normal
2024-09-06,AST006,50469.5,Normal
2024-09-06,AST007,75211.0,High
2024-09-06,AST009,42843.0,Low
2024-09-06,AST010,29463.0,Low
2024-09-06,AST013,55126.0,Normal
2024-09-06,AST015,27358.0,Low
2024-09-06,AST016,38164.0,Low
2024-09-06,AST018,71311.0,High
2024-09-06,AST022,35213.0,Low
2024-09-06,AST023,42356.0,Low
2024-09-06,AST024,46441.0,Normal
2024-09-06,AST026,61889.0,Normal
2024-09-06,AST027,75221.0,High
2024-09-06,AST028,77424.0,High
2024-09-06,AST029,37705.0,Low
2024-09-07,AST003,37250.0,Low
2024-09-07,AST004,64280.0,Normal
2024-09-07,AST005,47133.0,Normal
2024-09-07,AST007,70642.5,High
2024-09-07,AST008,30882.0,Low
2024-09-07,AST010,27421.0,Low
2024-09-07,AST011,80409.0,High
2024-09-07,AST013,65119.0,Normal
2024-09-07,AST014,54088.0,Normal
2024-09-07,AST015,25573.5,Low
2024-09-07,AST022,35595.5,Low
2024-09-07,AST024,45693.0,Normal
2024-09-07,AST026,60111.0,Normal
2024-09-07,AST027,79581.0,High
2024-09-08,AST001,37794.0,Low
2024-09-08,AST005,44223.0,Low
2024-09-08,AST006,53055.0,Normal
2024-09-08,AST009,44217.0,Low
2024-09-08,AST010,27607.0,Low
2024-09-08,AST011,83503.0,High
2024-09-08,AST014,58394.0,Normal
2024-09-08,AST015,25903.0,Low
2024-09-08,AST017,65871.0,Normal
2024-09-08,AST018,73031.0,High
2024-09-08,AST019,27157.0,Low
2024-09-08,AST020,45634.0,Normal
2024-09-08,AST021,65881.0,Normal
2024-09-08,AST022,35552.0,Low
2024-09-08,AST024,44450.0,Low
2024-09-08,AST025,51564.0,Normal
2024-09-08,AST029,41494.0,Low
2024-09-09,AST001,35429.0,Low
2024-09-09,AST003,40229.5,Low
2024-09-09,AST005,44567.0,Low
2024-09-09,AST008,31660.0,Low
2024-09-09,AST009,44803.0,Low
2024-09-09,AST010,29097.5,Low
2024-09-09,AST011,78576.5,High
2024-09-09,AST013,60006.0,Normal
2024-09-09,AST014,54661.0,Normal
2024-09-09,AST017,66984.0,Normal
2024-09-09,AST018,69998.0,Normal
2024-09-09,AST021,61605.0,Normal
2024-09-09,AST023,43380.0,Low
2024-09-09,AST026,61006.0,Normal
2024-09-09,AST028,75602.33,High
2024-09-09,AST029,40545.0,Low
2024-09-10,AST002,31195.0,Low
2024-09-10,AST004,72318.0,High
2024-09-10,AST008,30815.5,Low
2024-09-10,AST009,38449.0,Low
2024-09-10,AST011,79271.0,High
2024-09-10,AST013,56421.0,Normal
2024-09-10,AST014,53960.0,Normal
2024-09-10,AST017,71969.0,High
2024-09-10,AST022,31429.0,Low
2024-09-10,AST028,80623.0,High
2024-09-10,AST029,38112.0,Low
2024-09-11,AST003,41134.0,Low
2024-09-11,AST004,68039.0,High
2024-09-11,AST006,51076.0,Normal
2024-09-11,AST008,33080.0,Low
2024-09-11,AST011,80257.5,High
2024-09-11,AST013,66458.0,Normal
2024-09-11,AST017,69384.0,Normal
2024-09-11,AST018,77371.5,High
2024-09-11,AST022,32983.5,Low
2024-09-11,AST025,61250.0,Normal
2024-09-11,AST028,78313.5,High
2024-09-11,AST030,67545.0,Normal
2024-09-12,AST001,37091.0,Low
2024-09-12,AST003,38363.0,Low
2024-09-12,AST006,48920.0,Normal
2024-09-12,AST008,30741.33,Low
2024-09-12,AST009,43121.0,Low
2024-09-12,AST013,56319.0,Normal
2024-09-12,AST014,52298.0,Normal
2024-09-12,AST015,26774.0,Low
2024-09-12,AST018,71901.0,High
2024-09-12,AST019,27613.0,Low
2024-09-12,AST025,54200.5,Normal
2024-09-12,AST028,72988.0,High
2024-09-12,AST030,81831.0,High
2024-09-13,AST001,37129.0,Low
2024-09-13,AST003,38906.5,Low
2024-09-13,AST008,31713.5,Low
2024-09-13,AST013,55301.0,Normal
2024-09-13,AST014,55484.0,Normal
2024-09-13,AST015,27739.0,Low
2024-09-13,AST017,72365.0,High
2024-09-13,AST020,49285.33,Normal
2024-09-13,AST021,64695.0,Normal
2024-09-13,AST023,41944.67,Low
2024-09-14,AST003,40918.0,Low
2024-09-14,AST005,46679.0,Normal
2024-09-14,AST009,43966.0,Low
2024-09-14,AST011,79448.0,High
2024-09-14,AST012,51242.0,Normal
2024-09-14,AST016,36090.0,Low
2024-09-14,AST019,29057.0,Low
2024-09-14,AST020,49298.0,Normal
2024-09-14,AST021,61782.0,Normal
2024-09-14,AST024,45673.0,Normal
2024-09-14,AST026,61216.0,Normal
2024-09-14,AST028,72099.0,High
2024-09-14,AST029,40186.0,Low
2024-09-15,AST004,69662.0,Normal
2024-09-15,AST007,67777.0,Normal
2024-09-15,AST008,31199.0,Low
2024-09-15,AST009,43602.0,Low
2024-09-15,AST010,28247.0,Low
2024-09-15,AST013,59917.0,Normal
2024-09-15,AST015,24448.0,Low
2024-09-15,AST016,39856.5,Low
2024-09-15,AST017,69360.0,Normal
2024-09-15,AST018,79133.0,High
2024-09-15,AST020,50409.5,Normal
2024-09-15,AST021,63520.0,Normal
2024-09-15,AST022,34288.0,Low
2024-09-15,AST024,44888.0,Low
2024-09-15,AST025,52731.0,Normal
2024-09-15,AST026,60592.5,Normal
2024-09-15,AST029,43070.0,Low
2024-09-16,AST002,29023.0,Low
2024-09-16,AST003,35823.0,Low
2024-09-16,AST006,53459.0,Normal
2024-09-16,AST007,76121.0,High
2024-09-16,AST010,23992.0,Low
2024-09-16,AST011,72558.0,High
2024-09-16,AST012,49383.0,Normal
2024-09-16,AST013,58919.0,Normal
2024-09-16,AST014,59239.0,Normal
2024-09-16,AST015,23994.0,Low
2024-09-16,AST017,71788.0,High
2024-09-16,AST020,49792.0,Normal
2024-09-16,AST022,35115.0,Low
2024-09-16,AST024,49257.0,Normal
2024-09-16,AST026,63153.0,Normal
2024-09-16,AST028,76657.0,High
2024-09-17,AST001,38097.0,Low
2024-09-17,AST008,33309.0,Low
2024-09-17,AST009,39001.0,Low
2024-09-17,AST011,79337.0,High
2024-09-17,AST012,52800.0,Normal
2024-09-17,AST013,60084.0,Normal
2024-09-17,AST022,33447.0,Low
2024-09-17,AST027,75248.0,High
2024-09-17,AST028,74845.0,High
2024-09-17,AST029,40729.0,Low
2024-09-18,AST002,28452.5,Low
2024-09-18,AST003,38051.0,Low
2024-09-18,AST005,43778.0,Low
2024-09-18,AST007,77411.0,High
2024-09-18,AST008,32497.0,Low
2024-09-18,AST011,74996.0,High
2024-09-18,AST015,25893.67,Low
2024-09-18,AST016,36491.0,Low
2024-09-18,AST018,75620.0,High
2024-09-18,AST019,28317.0,Low
2024-09-18,AST020,48826.0,Normal
2024-09-18,AST021,65364.5,Normal
2024-09-18,AST025,54669.25,Normal
2024-09-18,AST026,61072.0,Normal
2024-09-18,AST030,74313.0,High
2024-09-19,AST001,36033.0,Low
2024-09-19,AST003,42249.5,Low
2024-09-19,AST004,67527.0,Normal
2024-09-19,AST011,76971.5,High
2024-09-19,AST015,25903.0,Low
2024-09-19,AST017,66832.67,Normal
2024-09-19,AST018,76195.0,High
2024-09-19,AST021,64162.0,Normal
2024-09-19,AST023,39887.0,Low
2024-09-19,AST024,44652.0,Low
2024-09-19,AST025,58613.5,Normal
2024-09-19,AST028,77395.0,High
2024-09-19,AST030,70397.5,High
2024-09-20,AST004,70081.0,High
2024-09-20,AST005,41970.0,Low
2024-09-20,AST006,51108.0,Normal
2024-09-20,AST007,73233.0,High
2024-09-20,AST009,44842.0,Low
2024-09-20,AST010,28215.33,Low
2024-09-20,AST011,82029.0,High
2024-09-20,AST012,51281.0,Normal
2024-09-20,AST017,70184.0,High
2024-09-20,AST018,77622.0,High
2024-09-20,AST019,27026.0,Low
2024-09-20,AST020,49978.5,Normal
2024-09-20,AST021,65090.0,Normal
2024-09-20,AST023,45451.0,Normal
2024-09-20,AST025,52717.5,Normal
2024-09-20,AST026,62917.0,Normal
2024-09-20,AST027,74561.0,High
2024-09-20,AST028,77192.0,High
2024-09-20,AST029,41095.0,Low
2024-09-20,AST030,78714.0,High
2024-09-21,AST002,30801.0,Low
2024-09-21,AST003,38653.5,Low
2024-09-21,AST006,48422.0,Normal
2024-09-21,AST007,66339.0,Normal
2024-09-21,AST008,32029.0,Low
2024-09-21,AST009,36627.0,Low
2024-09-21,AST012,50766.0,Normal
2024-09-21,AST013,61767.5,Normal
2024-09-21,AST014,53605.0,Normal
2024-09-21,AST017,69281.67,Normal
2024-09-21,AST022,32966.0,Low
2024-09-21,AST023,41079.5,Low
2024-09-21,AST025,52662.0,Normal
2024-09-21,AST026,58570.0,Normal
2024-09-21,AST027,70676.0,High
2024-09-21,AST028,74371.0,High
2024-09-21,AST030,71021.0,High
2024-09-22,AST001,37356.0,Low
2024-09-22,AST004,66012.0,Normal
2024-09-22,AST009,45858.0,Normal
2024-09-22,AST011,79653.0,High
2024-09-22,AST013,55636.33,Normal
2024-09-22,AST018,79408.0,High
2024-09-22,AST020,47166.0,Normal
2024-09-22,AST024,51692.0,Normal
2024-09-22,AST025,55257.0,Normal
2024-09-22,AST027,71723.0,High
2024-09-23,AST001,34991.0,Low
2024-09-23,AST002,29952.0,Low
2024-09-23,AST005,45018.5,Low
2024-09-23,AST009,42722.67,Low
2024-09-23,AST010,27767.0,Low
2024-09-23,AST011,80322.5,High
2024-09-23,AST012,50295.0,Normal
2024-09-23,AST013,59150.0,Normal
2024-09-23,AST015,26824.0,Low
2024-09-23,AST017,67959.25,Normal
2024-09-23,AST018,76174.0,High
2024-09-23,AST020,48652.0,Normal
2024-09-23,AST023,41216.0,Low
2024-09-23,AST024,47989.0,Normal
2024-09-23,AST025,51252.0,Normal
2024-09-23,AST026,64106.0,Normal
2024-09-24,AST001,37337.0,Low
2024-09-24,AST003,37741.0,Low
2024-09-24,AST004,65235.33,Normal
2024-09-24,AST005,42893.0,Low
2024-09-24,AST012,46991.0,Normal
2024-09-24,AST014,56199.0,Normal
2024-09-24,AST015,24735.0,Low
2024-09-24,AST020,55188.0,Normal
