date,asset_id,downtime_hours,maintenance_type,planned_unplanned,region,segment,estimated_production_loss_boe,estimated_revenue_loss_usd
2025-06-19,AST-012,0.56,Corrective,Planned,Africa,Upstream,2778.0,198695.0
2025-06-19,AST-018,2.26,Preventive,Planned,India,Integrated Gas,8289.0,609422.0
2025-06-19,AST-024,10.44,Preventive,Planned,Africa,Integrated Gas,8293.5,656776.5
2025-06-19,AST-025,40.49,Preventive,Unplanned,North America,Upstream,260739.0,17861749.0
2025-06-19,AST-027,3.46,Preventive,Planned,China,Upstream,16734.0,1275691.0
2025-06-19,AST-028,6.13,Preventive,Planned,North America,Integrated Gas,15812.0,1073282.0
2025-06-19,AST-041,13.5,Preventive,Planned,India,Integrated Gas,69433.0,5507301.0
2025-06-19,AST-048,2.92,Corrective,Planned,Africa,Chemicals & Products,2303.5,165162.0
2025-06-19,AST-049,8.64,Corrective,Planned,North America,Upstream,24632.0,2053267.0
2025-06-19,AST-050,7.81,Preventive,Planned,North America,Upstream,9038.0,727161.0
2025-06-20,AST-002,10.03,Corrective,Planned,North America,Upstream,13192.0,858973.0
2025-06-20,AST-006,0.15,Preventive,Planned,Africa,Integrated Gas,739.0,57043.0
2025-06-20,AST-014,7.51,Inspection,Planned,North America,Upstream,12300.0,837640.0
2025-06-20,AST-020,3.2,Preventive,Planned,China,Chemicals & Products,7829.0,635939.0
2025-06-20,AST-024,3.04,Preventive,Planned,Africa,Integrated Gas,3805.0,305723.0
2025-06-20,AST-027,6.03,Inspection,Planned,China,Upstream,26485.0,1873516.0
2025-06-20,AST-028,10.64,Corrective,Planned,North America,Integrated Gas,26260.0,1987493.0
2025-06-20,AST-029,4.88,Corrective,Planned,Middle East,Integrated Gas,29381.0,2018240.0
2025-06-20,AST-030,0.99,Inspection,Planned,China,Integrated Gas,5744.0,470372.0
2025-06-20,AST-033,10.55,Corrective,Unplanned,India,Integrated Gas,21880.0,1517446.0
2025-06-20,AST-038,42.71,Corrective,Planned,North America,Integrated Gas,61397.5,4604737.5
2025-06-20,AST-040,2.58,Corrective,Unplanned,Middle East,Integrated Gas,3483.0,272786.0
2025-06-20,AST-043,5.14,Corrective,Planned,North America,Upstream,24475.0,1763422.0
2025-06-20,AST-048,1.92,Corrective,Planned,Africa,Chemicals & Products,2772.0,234401.0
2025-06-20,AST-050,35.35,Corrective,Unplanned,North America,Upstream,32732.0,2842721.0
2025-06-21,AST-002,1.46,Preventive,Planned,North America,Upstream,3978.0,283348.0
2025-06-21,AST-004,2.31,Corrective,Unplanned,China,Upstream,9882.0,714205.0
2025-06-21,AST-005,12.45,Preventive,Planned,China,Integrated Gas,64645.0,4701416.0
2025-06-21,AST-008,4.17,Preventive,Planned,North America,Upstream,21760.0,1429107.0
2025-06-21,AST-013,2.4,Corrective,Planned,North America,Upstream,9298.0,703677.0
2025-06-21,AST-019,7.25,Inspection,Unplanned,Africa,Upstream,25547.0,2044439.0
2025-06-21,AST-023,2.68,Preventive,Planned,Europe,Upstream,3855.0,298750.0
2025-06-21,AST-025,0.46,Corrective,Planned,North America,Upstream,2547.0,191575.0
2025-06-21,AST-027,24.76,Corrective,Unplanned,China,Upstream,138022.0,10377686.0
2025-06-21,AST-029,14.43,Preventive,Unplanned,Middle East,Integrated Gas,83217.0,5247587.0
2025-06-21,AST-032,3.12,Turnaround,Planned,Europe,Upstream,9540.0,799715.0
2025-06-21,AST-034,21.65,Corrective,Unplanned,Middle East,Upstream,28238.0,2406597.0
2025-06-21,AST-037,29.25,Corrective,Unplanned,Africa,Upstream,70916.0,5149617.0
2025-06-21,AST-044,4.12,Preventive,Planned,China,Upstream,14629.0,1046870.0
2025-06-21,AST-047,0.58,Corrective,Planned,China,Upstream,3060.0,240620.0
2025-06-22,AST-001,24.8,Preventive,Planned,India,Upstream,36111.5,2470203.0
2025-06-22,AST-006,4.99,Preventive,Planned,Africa,Integrated Gas,22291.0,1531323.0
2025-06-22,AST-008,3.06,Preventive,Planned,North America,Upstream,15443.0,1242126.0
2025-06-22,AST-013,0.22,Preventive,Planned,North America,Upstream,732.0,59469.0
2025-06-22,AST-014,3.39,Turnaround,Unplanned,North America,Upstream,6382.0,488685.0
2025-06-22,AST-015,8.74,Corrective,Unplanned,North America,Integrated Gas,31815.0,2280873.0
2025-06-22,AST-017,5.77,Inspection,Planned,Middle East,Chemicals & Products,32582.0,2449220.0
2025-06-22,AST-018,13.21,Inspection,Unplanned,India,Integrated Gas,51449.0,3987026.0
2025-06-22,AST-026,2.8,Turnaround,Planned,Middle East,Upstream,14085.0,969796.0
2025-06-22,AST-028,14.9,Corrective,Unplanned,North America,Integrated Gas,34305.0,2748327.0
2025-06-22,AST-030,13.79,Corrective,Planned,China,Integrated Gas,74760.0,5780406.0
2025-06-22,AST-034,7.27,Corrective,Planned,Middle East,Upstream,11299.0,778708.0
2025-06-22,AST-036,0.97,Corrective,Planned,India,Integrated Gas,2722.0,183073.0
2025-06-22,AST-037,13.13,Preventive,Planned,Africa,Upstream,13871.5,1053040.5
2025-06-22,AST-042,12.44,Preventive,Unplanned,North America,Integrated Gas,65957.0,5471334.0
2025-06-22,AST-047,7.01,Corrective,Planned,China,Upstream,30533.0,2442607.0
2025-06-22,AST-048,1.79,Preventive,Planned,Africa,Chemicals & Products,2798.0,234829.0
2025-06-22,AST-049,2.65,Turnaround,Planned,North America,Upstream,8002.0,617713.0
2025-06-23,AST-003,20.99,Corrective,Planned,Middle East,Upstream,50602.0,4032500.0
2025-06-23,AST-006,0.31,Corrective,Planned,Africa,Integrated Gas,1329.0,97710.0
2025-06-23,AST-009,1.92,Turnaround,Planned,Europe,Upstream,3936.0,264568.0
2025-06-23,AST-010,4.26,Preventive,Planned,India,Upstream,4333.0,308383.0
2025-06-23,AST-015,2.72,Preventive,Planned,North America,Integrated Gas,9704.0,729800.0
2025-06-23,AST-017,6.98,Inspection,Planned,Middle East,Chemicals & Products,27137.0,1956312.0
2025-06-23,AST-019,4.01,Inspection,Planned,Africa,Upstream,13047.0,810313.0
2025-06-23,AST-021,3.81,Preventive,Planned,Middle East,Chemicals & Products,18420.0,1310449.0
2025-06-23,AST-022,5.11,Corrective,Planned,China,Upstream,11757.0,1036092.0
2025-06-23,AST-025,3.07,Preventive,Planned,North America,Upstream,23058.0,1777710.0
2025-06-23,AST-026,12.15,Preventive,Planned,Middle East,Upstream,73662.0,5916257.0
2025-06-23,AST-030,8.45,Preventive,Unplanned,China,Integrated Gas,49775.0,3574130.0
2025-06-23,AST-031,5.72,Turnaround,Planned,China,Integrated Gas,28753.0,1921907.0
2025-06-23,AST-032,25.66,Preventive,Unplanned,Europe,Upstream,91389.0,8158318.0
2025-06-23,AST-035,1.66,Turnaround,Planned,Africa,Upstream,10740.0,753193.0
2025-06-23,AST-038,1.67,Corrective,Planned,North America,Integrated Gas,5531.0,395488.0
2025-06-23,AST-040,11.62,Corrective,Planned,Middle East,Integrated Gas,7016.0,497824.67
2025-06-23,AST-041,7.27,Preventive,Planned,India,Integrated Gas,22010.5,1565802.5
2025-06-23,AST-043,6.25,Preventive,Unplanned,North America,Upstream,30993.0,2264181.0
2025-06-23,AST-049,7.25,Corrective,Planned,North America,Upstream,13131.0,988589.0
2025-06-24,AST-002,0.85,Corrective,Planned,North America,Upstream,2177.0,154214.0
2025-06-24,AST-012,0.4,Preventive,Planned,Africa,Upstream,2240.0,169950.0
2025-06-24,AST-013,12.17,Turnaround,Unplanned,North America,Upstream,37934.0,2557311.0
2025-06-24,AST-014,1.04,Corrective,Planned,North America,Upstream,1793.0,120871.0
2025-06-24,AST-015,5.54,Corrective,Planned,North America,Integrated Gas,22813.0,1556838.0
2025-06-24,AST-016,2.98,Preventive,Planned,North America,Upstream,5972.0,503704.0
2025-06-24,AST-021,6.05,Corrective,Planned,Middle East,Chemicals & Products,13000.0,1042864.0
2025-06-24,AST-022,0.73,Preventive,Planned,China,Upstream,1973.0,139042.0
2025-06-24,AST-030,1.86,Corrective,Planned,China,Integrated Gas,11883.0,841239.0
2025-06-24,AST-031,3.29,Preventive,Planned,China,Integrated Gas,17311.0,1372094.0
2025-06-24,AST-033,17.58,Preventive,Planned,India,Integrated Gas,36093.0,2843890.0
2025-06-24,AST-034,13.21,Inspection,Unplanned,Middle East,Upstream,17995.0,1269817.0
2025-06-24,AST-040,2.48,Turnaround,Planned,Middle East,Integrated Gas,5476.0,468637.0
2025-06-24,AST-041,3.93,Corrective,Planned,India,Integrated Gas,18046.0,1438238.0
2025-06-24,AST-046,2.94,Inspection,Planned,Africa,Upstream,13103.0,1130207.0
2025-06-24,AST-047,3.47,Preventive,Planned,China,Upstream,14787.0,1127610.0
2025-06-25,AST-002,3.62,Preventive,Unplanned,North America,Upstream,10505.0,646199.0
2025-06-25,AST-004,1.81,Preventive,Planned,China,Upstream,6936.0,543253.0
2025-06-25,AST-005,11.64,Preventive,Unplanned,China,Integrated Gas,69732.0,5358551.0
2025-06-25,AST-009,3.91,Preventive,Planned,Europe,Upstream,7320.0,473458.0
2025-06-25,AST-013,2.76,Preventive,Planned,North America,Upstream,10245.0,789503.0
2025-06-25,AST-018,17.98,Corrective,Unplanned,India,Integrated Gas,67093.0,5216562.0
2025-06-25,AST-019,3.41,Corrective,Planned,Africa,Upstream,9123.0,645914.0
2025-06-25,AST-021,13.46,Inspection,Planned,Middle East,Chemicals & Products,56773.0,4945822.0
2025-06-25,AST-022,3.29,Preventive,Planned,China,Upstream,9471.0,798672.0
2025-06-25,AST-024,7.48,Corrective,Planned,Africa,Integrated Gas,5985.0,445524.5
2025-06-25,AST-027,1.43,Corrective,Planned,China,Upstream,6216.0,494692.0
2025-06-25,AST-030,4.91,Corrective,Planned,China,Integrated Gas,27982.0,1958801.0
2025-06-25,AST-031,1.14,Inspection,Planned,China,Integrated Gas,6063.0,492267.0
2025-06-25,AST-034,1.86,Preventive,Planned,Middle East,Upstream,2395.0,185693.0
2025-06-25,AST-035,17.35,Preventive,Unplanned,Africa,Upstream,103406.0,8198670.0
2025-06-25,AST-040,0.63,Inspection,Planned,Middle East,Integrated Gas,1093.0,73195.0
2025-06-25,AST-044,1.76,Inspection,Planned,China,Upstream,5096.0,330022.0
2025-06-26,AST-001,2.76,Preventive,Unplanned,India,Upstream,7883.0,528988.0
2025-06-26,AST-002,4.66,Turnaround,Planned,North America,Upstream,10398.0,742475.0
2025-06-26,AST-003,1.75,Preventive,Planned,Middle East,Upstream,9602.0,658266.0
2025-06-26,AST-004,1.67,Preventive,Planned,China,Upstream,6146.0,439280.0
2025-06-26,AST-005,0.94,Corrective,Planned,China,Integrated Gas,5572.0,382252.0
2025-06-26,AST-008,2.54,Inspection,Planned,North America,Upstream,13015.0,983060.0
2025-06-26,AST-009,15.13,Inspection,Planned,Europe,Upstream,13864.5,1059696.5
2025-06-26,AST-010,8.39,Corrective,Planned,India,Upstream,4595.5,335673.0
2025-06-26,AST-013,0.51,Inspection,Planned,North America,Upstream,2162.0,177225.0
2025-06-26,AST-016,17.39,Turnaround,Unplanned,North America,Upstream,37046.0,2507064.0
2025-06-26,AST-017,13.91,Inspection,Planned,Middle East,Chemicals & Products,78180.0,6019036.0
2025-06-26,AST-019,16.34,Corrective,Unplanned,Africa,Upstream,49095.0,3765381.0
2025-06-26,AST-022,4.16,Inspection,Planned,China,Upstream,12027.0,1064073.0
2025-06-26,AST-024,6.22,Corrective,Planned,Africa,Integrated Gas,11016.0,867096.0
2025-06-26,AST-026,5.39,Inspection,Planned,Middle East,Upstream,16474.0,1220341.0
2025-06-26,AST-028,0.1,Preventive,Planned,North America,Integrated Gas,222.0,18551.0
2025-06-26,AST-030,4.05,Preventive,Planned,China,Integrated Gas,21003.0,1564173.0
2025-06-26,AST-032,25.67,Preventive,Unplanned,Europe,Upstream,93559.0,6696627.0
2025-06-26,AST-033,0.92,Preventive,Planned,India,Integrated Gas,1815.0,136297.0
2025-06-26,AST-041,2.39,Corrective,Planned,India,Integrated Gas,16047.0,1149634.0
2025-06-26,AST-046,2.69,Preventive,Planned,Africa,Upstream,12001.0,1063503.0
2025-06-27,AST-023,2.43,Corrective,Planned,Europe,Upstream,3298.0,216086.0
2025-06-27,AST-030,35.85,Preventive,Unplanned,China,Integrated Gas,171283.0,13228475.0
2025-06-27,AST-034,0.96,Preventive,Planned,Middle East,Upstream,1370.0,89208.0
2025-06-27,AST-039,5.19,Preventive,Planned,Europe,Integrated Gas,19135.0,1350900.0
2025-06-27,AST-040,2.62,Corrective,Planned,Middle East,Integrated Gas,5264.0,403522.0
2025-06-27,AST-043,1.51,Corrective,Planned,North America,Upstream,7144.0,496547.0
2025-06-27,AST-044,1.2,Corrective,Planned,China,Upstream,4713.0,388036.0
2025-06-27,AST-045,0.98,Turnaround,Planned,India,Upstream,4205.0,332182.0
2025-06-27,AST-047,5.24,Preventive,Planned,China,Upstream,26982.0,1923970.0
2025-06-28,AST-002,0.89,Corrective,Planned,North America,Upstream,2468.0,194540.0
2025-06-28,AST-010,5.9,Preventive,Planned,India,Upstream,5159.0,393828.0
2025-06-28,AST-012,0.24,Turnaround,Planned,Africa,Upstream,1008.0,75876.0
2025-06-28,AST-015,17.73,Corrective,Unplanned,North America,Integrated Gas,68937.0,4896127.0
2025-06-28,AST-016,2.12,Preventive,Planned,North America,Upstream,3888.0,250800.0
2025-06-28,AST-017,5.74,Corrective,Unplanned,Middle East,Chemicals & Products,28024.0,2308836.0
2025-06-28,AST-018,22.22,Preventive,Unplanned,India,Integrated Gas,82863.0,6794367.0
2025-06-28,AST-021,3.12,Corrective,Planned,Middle East,Chemicals & Products,13562.0,1032987.0
2025-06-28,AST-023,20.3,Preventive,Planned,Europe,Upstream,13392.0,895157.5
2025-06-28,AST-028,0.58,Corrective,Planned,North America,Integrated Gas,1256.0,89558.0
2025-06-28,AST-029,8.78,Corrective,Planned,Middle East,Integrated Gas,55148.0,4407953.0
2025-06-28,AST-039,9.95,Preventive,Planned,Europe,Integrated Gas,43592.0,3887367.0
2025-06-28,AST-041,4.51,Corrective,Planned,India,Integrated Gas,28353.0,1867638.0
2025-06-28,AST-043,2.31,Preventive,Planned,North America,Upstream,9942.0,691532.0
2025-06-28,AST-045,0.95,Preventive,Planned,India,Upstream,4307.0,321742.0
2025-06-28,AST-046,3.78,Preventive,Planned,Africa,Upstream,15856.0,1036019.0
2025-06-29,AST-002,8.78,Corrective,Planned,North America,Upstream,13468.5,1080163.0
2025-06-29,AST-003,4.32,Preventive,Planned,Middle East,Upstream,23385.0,1953752.0
2025-06-29,AST-008,4.73,Turnaround,Planned,North America,Upstream,28254.0,2202888.0
2025-06-29,AST-010,2.5,Turnaround,Planned,India,Upstream,2299.0,157482.0
2025-06-29,AST-014,7.78,Turnaround,Unplanned,North America,Upstream,15996.0,1221521.0
2025-06-29,AST-021,7.62,Corrective,Planned,Middle East,Chemicals & Products,16082.0,1104971.0
2025-06-29,AST-022,16.23,Inspection,Unplanned,China,Upstream,42330.0,2893122.0
2025-06-29,AST-023,8.51,Corrective,Planned,Europe,Upstream,13197.0,1094484.0
2025-06-29,AST-036,1.42,Preventive,Planned,India,Integrated Gas,5022.0,386475.0
2025-06-29,AST-037,5.18,Preventive,Planned,Africa,Upstream,12839.0,921517.0
2025-06-29,AST-041,5.36,Corrective,Planned,India,Integrated Gas,14489.0,1146022.5
2025-06-29,AST-050,0.73,Preventive,Planned,North America,Upstream,832.0,74633.0
2025-06-30,AST-005,16.54,Preventive,Unplanned,China,Integrated Gas,96014.0,6260132.0
2025-06-30,AST-009,2.3,Preventive,Planned,Europe,Upstream,4310.0,310671.0
2025-06-30,AST-010,3.78,Preventive,Planned,India,Upstream,3378.0,230055.0
2025-06-30,AST-012,5.33,Inspection,Planned,Africa,Upstream,26043.0,2200689.0
2025-06-30,AST-017,8.05,Corrective,Planned,Middle East,Chemicals & Products,37542.0,2912304.0
2025-06-30,AST-019,6.9,Preventive,Planned,Africa,Upstream,12317.0,982244.0
2025-06-30,AST-024,1.48,Corrective,Planned,Africa,Integrated Gas,2232.0,184817.0
2025-06-30,AST-032,2.13,Inspection,Planned,Europe,Upstream,3909.5,306961.5
2025-06-30,AST-039,1.95,Corrective,Planned,Europe,Integrated Gas,9282.0,700111.0
2025-06-30,AST-041,7.88,Corrective,Planned,India,Integrated Gas,20633.0,1664270.5
2025-06-30,AST-042,5.04,Corrective,Planned,North America,Integrated Gas,29774.0,2420002.0
2025-06-30,AST-048,9.54,Preventive,Unplanned,Africa,Chemicals & Products,16189.0,1191126.0
2025-07-01,AST-002,4.34,Preventive,Planned,North America,Upstream,11285.0,936253.0
2025-07-01,AST-003,12.8,Preventive,Planned,Middle East,Upstream,53273.0,4036256.0
2025-07-01,AST-005,3.05,Preventive,Planned,China,Integrated Gas,15637.0,1320317.0
2025-07-01,AST-007,0.55,Corrective,Planned,India,Chemicals & Products,1822.0,123000.0
2025-07-01,AST-009,0.37,Inspection,Planned,Europe,Upstream,760.0,50160.0
2025-07-01,AST-010,0.47,Inspection,Planned,India,Upstream,493.0,42266.0
2025-07-01,AST-011,9.72,Inspection,Planned,Middle East,Upstream,6937.0,469211.0
2025-07-01,AST-018,2.06,Corrective,Planned,India,Integrated Gas,6506.0,402591.0
2025-07-01,AST-025,4.98,Inspection,Planned,North America,Upstream,34395.0,2798332.0
2025-07-01,AST-026,0.29,Corrective,Planned,Middle East,Upstream,1727.0,134371.0
2025-07-01,AST-027,6.77,Preventive,Unplanned,China,Upstream,36319.0,2938969.0
2025-07-01,AST-028,5.36,Turnaround,Planned,North America,Integrated Gas,14451.0,1044697.0
2025-07-01,AST-031,0.38,Preventive,Planned,China,Integrated Gas,1984.0,168438.0
2025-07-01,AST-032,32.39,Corrective,Planned,Europe,Upstream,64569.5,4931108.5
2025-07-01,AST-036,4.54,Preventive,Planned,India,Integrated Gas,18555.0,1221208.0
2025-07-01,AST-037,4.52,Corrective,Planned,Africa,Upstream,7582.0,557345.0
2025-07-01,AST-039,6.91,Corrective,Planned,Europe,Integrated Gas,16168.5,1020804.0
2025-07-01,AST-044,5.07,Corrective,Unplanned,China,Upstream,14906.0,1179467.0
2025-07-02,AST-001,3.42,Preventive,Planned,India,Upstream,9296.0,663702.0
2025-07-02,AST-007,2.57,Corrective,Planned,India,Chemicals & Products,7902.0,558106.0
2025-07-02,AST-009,11.21,Inspection,Unplanned,Europe,Upstream,23005.0,1448597.0
2025-07-02,AST-013,4.53,Preventive,Planned,North America,Upstream,18703.0,1237410.0
2025-07-02,AST-020,12.99,Preventive,Planned,China,Chemicals & Products,16553.0,1313403.5
2025-07-02,AST-021,4.74,Preventive,Planned,Middle East,Chemicals & Products,19331.0,1270792.0
2025-07-02,AST-026,10.21,Corrective,Planned,Middle East,Upstream,61490.0,4663114.0
2025-07-02,AST-027,3.86,Corrective,Planned,China,Upstream,9407.5,632591.5
2025-07-02,AST-037,5.97,Corrective,Planned,Africa,Upstream,7011.0,575014.0
2025-07-02,AST-041,13.4,Preventive,Unplanned,India,Integrated Gas,88439.0,6463410.0
2025-07-02,AST-043,0.35,Turnaround,Planned,North America,Upstream,1401.0,87468.0
2025-07-03,AST-006,1.46,Corrective,Planned,Africa,Integrated Gas,7213.0,591146.0
2025-07-03,AST-007,7.41,Preventive,Planned,India,Chemicals & Products,25721.0,1640006.0
2025-07-03,AST-013,19.49,Inspection,Unplanned,North America,Upstream,59957.0,4992437.0
2025-07-03,AST-014,6.4,Corrective,Planned,North America,Upstream,5507.5,402863.0
2025-07-03,AST-018,0.38,Corrective,Planned,India,Integrated Gas,1186.0,86328.0
2025-07-03,AST-019,3.25,Preventive,Planned,Africa,Upstream,10847.0,923471.0
2025-07-03,AST-021,1.97,Preventive,Planned,Middle East,Chemicals & Products,8905.0,607586.0
2025-07-03,AST-023,0.88,Corrective,Planned,Europe,Upstream,1410.0,113922.0
2025-07-03,AST-024,2.57,Preventive,Planned,Africa,Integrated Gas,3962.0,265088.0
2025-07-03,AST-025,12.39,Preventive,Unplanned,North America,Upstream,74921.0,6037803.0
2025-07-03,AST-026,7.41,Turnaround,Planned,Middle East,Upstream,40286.0,3106007.0
2025-07-03,AST-027,8.19,Corrective,Planned,China,Upstream,20395.5,1771132.0
2025-07-03,AST-031,1.72,Preventive,Planned,China,Integrated Gas,8737.0,777536.0
2025-07-03,AST-035,12.8,Preventive,Unplanned,Africa,Upstream,76312.0,5478652.0
2025-07-03,AST-041,1.3,Corrective,Planned,India,Integrated Gas,6778.0,566694.0
2025-07-03,AST-043,12.12,Preventive,Planned,North America,Upstream,37348.0,2704107.5
2025-07-03,AST-044,1.57,Preventive,Planned,China,Upstream,5011.0,385935.0
2025-07-03,AST-047,2.71,Preventive,Planned,China,Upstream,12291.0,876750.0
2025-07-03,AST-049,0.33,Preventive,Planned,North America,Upstream,969.0,60598.0
2025-07-04,AST-010,2.51,Preventive,Planned,India,Upstream,3116.0,255883.0
2025-07-04,AST-014,8.49,Corrective,Unplanned,North America,Upstream,15999.0,1286104.0
2025-07-04,AST-015,1.77,Corrective,Planned,North America,Integrated Gas,6387.0,408292.0
2025-07-04,AST-020,2.9,Preventive,Planned,China,Chemicals & Products,7678.0,635879.0
2025-07-04,AST-023,4.21,Corrective,Planned,Europe,Upstream,6238.0,405293.0
2025-07-04,AST-026,7.7,Preventive,Planned,Middle East,Upstream,47347.0,3377280.0
2025-07-04,AST-028,6.44,Corrective,Planned,North America,Integrated Gas,16796.0,1272909.0
2025-07-04,AST-030,5.37,Corrective,Planned,China,Integrated Gas,29871.0,2170202.0
2025-07-04,AST-036,20.68,Corrective,Unplanned,India,Integrated Gas,68248.0,4870325.0
2025-07-04,AST-041,0.23,Corrective,Planned,India,Integrated Gas,1484.0,101387.0
2025-07-04,AST-042,6.12,Preventive,Planned,North America,Integrated Gas,31136.0,2015189.0
2025-07-05,AST-002,11.61,Inspection,Unplanned,North America,Upstream,32876.0,2319100.0
2025-07-05,AST-010,14.9,Turnaround,Unplanned,India,Upstream,16789.0,1342585.0
2025-07-05,AST-015,8.39,Preventive,Unplanned,North America,Integrated Gas,30645.0,2281673.0
2025-07-05,AST-019,1.3,Preventive,Planned,Africa,Upstream,4024.0,271362.0
2025-07-05,AST-023,2.67,Corrective,Planned,Europe,Upstream,3478.0,239615.0
2025-07-05,AST-024,8.71,Preventive,Unplanned,Africa,Integrated Gas,12105.0,845450.0
2025-07-05,AST-026,0.56,Preventive,Planned,Middle East,Upstream,3198.0,205687.0
2025-07-05,AST-037,19.22,Inspection,Planned,Africa,Upstream,18014.5,1196168.5
2025-07-05,AST-041,3.04,Preventive,Planned,India,Integrated Gas,17154.0,1292125.0
2025-07-05,AST-045,10.31,Corrective,Unplanned,India,Upstream,24942.5,1861141.5
2025-07-05,AST-050,0.5,Preventive,Planned,North America,Upstream,540.0,41203.0
2025-07-06,AST-005,5.8,Preventive,Planned,China,Integrated Gas,31215.0,2505532.0
2025-07-06,AST-007,3.97,Preventive,Planned,India,Chemicals & Products,10732.0,721587.0
2025-07-06,AST-008,2.56,Corrective,Planned,North America,Upstream,15484.0,1199852.0
2025-07-06,AST-011,0.85,Corrective,Planned,Middle East,Upstream,1192.0,83264.0
2025-07-06,AST-015,3.18,Inspection,Planned,North America,Integrated Gas,13791.0,875285.0
2025-07-06,AST-025,2.68,Preventive,Unplanned,North America,Upstream,16564.0,1232558.0
2025-07-06,AST-027,0.75,Preventive,Planned,China,Upstream,3133.0,213262.0
2025-07-06,AST-028,0.54,Preventive,Planned,North America,Integrated Gas,1477.0,103515.0
2025-07-06,AST-031,8.04,Preventive,Planned,China,Integrated Gas,17353.5,1238025.0
2025-07-06,AST-036,4.73,Turnaround,Planned,India,Integrated Gas,17388.0,1212519.0
2025-07-06,AST-041,16.41,Inspection,Unplanned,India,Integrated Gas,100208.0,7348623.0
2025-07-06,AST-045,2.67,Corrective,Planned,India,Upstream,12459.0,1009379.0
2025-07-06,AST-047,13.87,Corrective,Planned,China,Upstream,54278.0,4587359.0
2025-07-06,AST-049,2.77,Corrective,Planned,North America,Upstream,8760.0,573636.0
2025-07-07,AST-003,6.87,Preventive,Planned,Middle East,Upstream,31078.0,2318071.0
2025-07-07,AST-007,5.35,Corrective,Planned,India,Chemicals & Products,17556.0,1353646.0
2025-07-07,AST-008,6.12,Inspection,Planned,North America,Upstream,17909.0,1421565.0
2025-07-07,AST-012,4.5,Inspection,Planned,Africa,Upstream,22149.0,1591197.0
2025-07-07,AST-017,1.93,Preventive,Unplanned,Middle East,Chemicals & Products,8062.0,641026.0
2025-07-07,AST-020,5.94,Preventive,Unplanned,China,Chemicals & Products,16410.0,1204697.0
2025-07-07,AST-024,3.25,Preventive,Planned,Africa,Integrated Gas,5405.0,428414.0
2025-07-07,AST-028,4.19,Corrective,Planned,North America,Integrated Gas,4939.0,350677.0
2025-07-07,AST-029,11.57,Corrective,Unplanned,Middle East,Integrated Gas,85352.0,6284950.0
2025-07-07,AST-034,3.0,Inspection,Planned,Middle East,Upstream,3990.0,293021.0
2025-07-07,AST-039,1.56,Preventive,Planned,Europe,Integrated Gas,5714.0,490284.0
2025-07-07,AST-041,8.52,Preventive,Unplanned,India,Integrated Gas,47199.0,3957593.0
2025-07-07,AST-047,12.22,Inspection,Planned,China,Upstream,58804.0,4103464.0
2025-07-07,AST-048,2.62,Preventive,Planned,Africa,Chemicals & Products,3396.0,276549.0
2025-07-08,AST-002,1.52,Preventive,Planned,North America,Upstream,3627.0,261186.0
2025-07-08,AST-004,6.51,Corrective,Planned,China,Upstream,30191.0,1802473.0
2025-07-08,AST-006,3.11,Inspection,Planned,Africa,Integrated Gas,14684.0,1097496.0
2025-07-08,AST-007,2.35,Turnaround,Planned,India,Chemicals & Products,6305.0,462448.0
2025-07-08,AST-008,5.87,Preventive,Planned,North America,Upstream,38818.0,2503438.0
2025-07-08,AST-009,3.79,Preventive,Planned,Europe,Upstream,6818.0,514495.0
2025-07-08,AST-010,0.75,Corrective,Planned,India,Upstream,705.0,47290.0
2025-07-08,AST-012,13.61,Corrective,Unplanned,Africa,Upstream,60737.0,4671605.0
2025-07-08,AST-013,2.59,Turnaround,Planned,North America,Upstream,9128.0,780969.0
2025-07-08,AST-016,2.02,Corrective,Planned,North America,Upstream,3359.0,210434.0
2025-07-08,AST-021,4.37,Inspection,Unplanned,Middle East,Chemicals & Products,19578.0,1294669.0
2025-07-08,AST-023,3.42,Preventive,Planned,Europe,Upstream,5955.0,394767.0
2025-07-08,AST-025,1.8,Preventive,Planned,North America,Upstream,12004.0,820832.0
2025-07-08,AST-027,3.59,Corrective,Planned,China,Upstream,17211.0,1076842.0
2025-07-08,AST-035,19.92,Inspection,Planned,Africa,Upstream,60079.5,4221766.5
2025-07-08,AST-044,4.01,Turnaround,Planned,China,Upstream,15802.0,1292608.0
2025-07-08,AST-047,2.68,Inspection,Planned,China,Upstream,12974.0,1008555.0
2025-07-08,AST-050,25.77,Corrective,Unplanned,North America,Upstream,27008.0,1891820.0
2025-07-09,AST-001,10.86,Preventive,Planned,India,Upstream,24334.0,1545461.0
2025-07-09,AST-003,3.28,Corrective,Planned,Middle East,Upstream,8000.5,658080.5
2025-07-09,AST-006,7.64,Preventive,Unplanned,Africa,Integrated Gas,43223.0,2767141.0
2025-07-09,AST-009,0.1,Preventive,Planned,Europe,Upstream,146.0,9903.0
2025-07-09,AST-012,1.33,Preventive,Planned,Africa,Upstream,7468.0,592038.0
2025-07-09,AST-013,45.62,Preventive,Planned,North America,Upstream,72225.5,5071065.5
2025-07-09,AST-014,11.87,Inspection,Planned,North America,Upstream,10752.0,765872.0
2025-07-09,AST-019,11.6,Corrective,Planned,Africa,Upstream,39006.0,2832117.0
2025-07-09,AST-022,9.79,Inspection,Planned,China,Upstream,24902.0,1834332.0
